entity_id	valid	rejected	polled	electors	UNP	TULF	IND	SLFP	SLMC	ELJP	MEP	USA	INDI	ACTC	DPLF	IND 1	IND 2	USF	IND1	IND2	USP
LK-3124	14471.0	833.0	15304.0	19831.0	7328.0			6876.0	39.0	56.0	39.0	139.0									
LK-3121	14471.0	874.0	15348.0	19065.0	7532.0			6684.0	32.0	48.0	88.0	92.0									
EC-09A	14454	404	14858	66111	8653			5581	24			111			85						
LK-8118	14313.0	1265.0	15583.0	18964.0	8395.0			5160.0		341.0	71.0	356.0									
LK-6124	14293.0	1290.0	15584.0	24219.0	8675.0			4478.0		80.0	67.0	996.0									
LK-3109	14152.0	1212.0	15362.0	32274.0	6476.0			7082.0	89.0	184.0	46.0	279.0									
LK-8106	14114.0	948.0	15063.0	18803.0	10193.0			3696.0		147.0	30.0	52.0									
LK-2103	14098.0	723.0	14823.0	21568.0	9338.0			4278.0	279.0	50.0		161.0									
LK-5248	14084.0	714.0	14798.0	16631.0	2321.0	4723.0		2632.0	4375.0									31.0			
LK-4309	13751.0	1249.0	14988.0	36707.0	3703.0	5979.0	1692.0	958.0	1415.0												
LK-5115	13614.0	860.0	14477.0	18990.0	1376.0	3296.0		607.0	4057.0							4109.0	171.0				
LK-6233	13407.0	762.0	14169.0	18816.0	8249.0			4709.0	183.0	91.0		115.0							1.0	46.0	
LK-9139	13258.0	699.0	13958.0	16372.0	7625.0			5349.0		31.0									31.0		224.0
LK-6218	13218.0	756.0	13969.0	18554.0	8132.0			4645.0	186.0	90.0		118.0							2.0	43.0	
LK-3148	12347.0	711.0	13058.0	16927.0	6253.0			5872.0	35.0	50.0	36.0	124.0									
LK-5118	12314.0	1548.0	13858.0	17331.0	602.0	7435.0		156.0	42.0							4015.0	62.0				
EC-18B	12230	959	13189	48477	8631			3384		148		67									
EC-04P	12173	406	12579	12980	7525			4090	85	89		384									
LK-3151	12036.0	749.0	12788.0	25294.0	6208.0			5379.0	22.0	101.0	195.0	122.0									
LK-7109	12022.0	764.0	12785.0	23885.0	7795.0		284.0	3674.0		116.0	60.0	92.0									
LK-1327	11920.0	1152.0	13075.0	30365.0	6007.0			5357.0	191.0	138.0	50.0	181.0									
LK-6133	11826.0	845.0	12672.0	18945.0	8045.0			3443.0		200.0	54.0	91.0									
LK-8212	11775.0	1652.0	13427.0	19245.0	4945.0		60.0	6282.0	73.0		51.0	372.0									
LK-5236	11624.0	419.0	12047.0	13118.0	1818.0	2448.0		285.0	7027.0									39.0			
LK-9127	11590.0	611.0	12200.0	14313.0	6664.0			4678.0		25.0									25.0		197.0
LK-7203	11574.0	1108.0	12685.0	29525.0	6280.0			4415.0		424.0		456.0									
LK-4509	11335.0	1951.0	13284.0	28936.0	827.0	4790.0			359.0				4647.0	306.0	400.0						
LK-7115	11296.0	818.0	12115.0	30647.0	6723.0		91.0	4092.0		121.0	38.0	234.0									
LK-8139	11265.0	860.0	12127.0	17131.0	6552.0			4249.0		229.0	54.0	191.0									
LK-2134	11229.0	578.0	11803.0	17182.0	7438.0			3410.0	217.0	41.0		126.0									
LK-6103	11220.0	994.0	12210.0	16887.0	5711.0			4751.0		326.0	87.0	346.0									
LK-6227	11151.0	679.0	11832.0	16248.0	7113.0			3694.0	110.0	81.0		122.0							1.0	28.0	
LK-6157	11119.0	659.0	11776.0	16290.0	6814.0			3718.0		342.0	89.0	160.0									
LK-6121	11083.0	858.0	11945.0	18884.0	6544.0			3603.0		444.0	147.0	346.0									
LK-1339	11082.0	980.0	12058.0	26886.0	6269.0			4381.0	62.0	68.0	48.0	262.0									
LK-5224	11015.0	438.0	11458.0	13592.0	2032.0	3547.0		700.0	4723.0									9.0			
EC-09B	10916	204	11120	61466	6235			4418	3			18			242						
LK-8215	10789.0	1516.0	12306.0	17636.0	4529.0		54.0	5757.0	63.0		41.0	338.0									
LK-6209	10694.0	649.0	11348.0	15583.0	6821.0			3541.0	104.0	77.0		119.0							1.0	31.0	
EC-04E	10561	758	11319	27254	6019			4146	249	34		113									
LK-2124	10561.0	761.0	11320.0	27251.0	6021.0			4144.0	250.0	13.0		114.0									
LK-7148	10536.0	1222.0	11751.0	22452.0	5121.0		141.0	4982.0		113.0	31.0	150.0									
LK-8136	10535.0	799.0	11335.0	17064.0	5747.0			4266.0		177.0	150.0	202.0									
EC-15P	10509	262	10771	11290	7170			2918		142	89	190									
LK-8203	10468.0	1502.0	11962.0	16015.0	6141.0		38.0	3889.0	59.0		38.0	306.0									
LK-2109	10440.0	762.0	11201.0	27936.0	6423.0			3187.0	752.0	36.0		50.0									
LK-9130	10399.0	631.0	11030.0	13575.0	6059.0			3570.0		34.0									23.0		716.0
LK-3239	10388.0	722.0	11106.0	40529.0	5327.0			4377.0		86.0	436.0	157.0									
LK-1336	10304.0	909.0	11216.0	25002.0	5830.0			4073.0	55.0	64.0	37.0	243.0									
LK-9145	10281.0	656.0	10941.0	13369.0	6751.0			3376.0		31.0									29.0		102.0
LK-6236	10277.0	585.0	10862.0	14423.0	6323.0			3612.0	143.0	71.0		88.0							0.0	35.0	
LK-5245	10225.0	518.0	10747.0	12080.0	1687.0	3431.0		1909.0	3176.0									22.0			
EC-17F	10202	1238	11440	33289	4961		1217	3786		89	37	112									
LK-1315	10188.0	856.0	11040.0	19838.0	5682.0			4176.0	110.0	56.0	90.0	69.0									
EC-03P	10187	294	10481	10843	5480			3945	33	62	145	522									
LK-9151	10183.0	599.0	10779.0	18543.0	5818.0			4029.0		107.0									32.0		193.0
LK-2157	10090.0	806.0	10895.0	15444.0	6465.0			3020.0	309.0	34.0		266.0									
LK-6149	10003.0	527.0	10527.0	13412.0	5193.0			4233.0		448.0	65.0	64.0									
LK-7112	9972.0	940.0	10913.0	15994.0	6044.0		156.0	3552.0		106.0	37.0	85.0									
EC-10G	9858	894	10752	40060	569	2428			275				5860	342	384						
LK-6139	9858.0	762.0	10621.0	16793.0	5819.0			3205.0		397.0	134.0	308.0									
LK-2209	9632.0	856.0	10495.0	14249.0	6954.0			2505.0		57.0		122.0									
LK-5324	9602.0	669.0	10275.0	15910.0	3859.0	676.0		3928.0	619.0		28.0		489.0								
LK-2106	9535.0	694.0	10234.0	25519.0	5868.0			2916.0	683.0	22.0		46.0									
LK-5110	9509.0	968.0	10478.0	13223.0	423.0	2943.0		98.0	3413.0							2549.0	89.0				
EC-07P	9486	288	9774	10151	4757			3959	24	115	115	516									
LK-6166	9482.0	493.0	9977.0	12715.0	4924.0			4010.0		427.0	62.0	57.0									
LK-4112	9473.0	1009.0	10482.0	21558.0	138.0	3246.0			178.0				5294.0	189.0	429.0						
LK-4139	9454.0	1080.0	10534.0	20666.0	148.0	1552.0			193.0				7154.0	163.0	239.0						
LK-5104	9343.0	951.0	10294.0	12993.0	413.0	2891.0		98.0	3353.0							2502.0	87.0				
LK-8209	9312.0	1341.0	10647.0	14249.0	5465.0		34.0	3461.0	52.0		33.0	272.0									
LK-2154	9302.0	744.0	10050.0	14243.0	5961.0			2786.0	283.0	30.0		249.0									
LK-6148	9276.0	492.0	9769.0	14831.0	5260.0			3563.0		333.0	37.0	84.0									
LK-6109	9209.0	812.0	10022.0	13863.0	4687.0			3897.0		270.0	72.0	283.0									
LK-8119	9205.0	814.0	10015.0	12193.0	5396.0			3318.0		220.0	43.0	227.0									
LK-2227	9202.0	820.0	10019.0	13606.0	6640.0			2392.0		50.0		116.0									
LK-5239	9085.0	461.0	9547.0	10729.0	1496.0	3048.0		1699.0	2824.0									21.0			
EC-08C	9081	836	9917	66310	5454			2902		162	82	481									
LK-2215	8953.0	704.0	9651.0	13672.0	6163.0			2461.0		105.0		223.0									
LK-9233	8949.0	721.0	9670.0	15594.0	5755.0			2674.0		72.0	47.0	397.0									
LK-9121	8823.0	567.0	9390.0	11472.0	5794.0			2897.0		25.0									23.0		85.0
LK-6230	8790.0	501.0	9294.0	12340.0	5408.0			3087.0	125.0	58.0		76.0							0.0	31.0	
LK-8218	8737.0	1225.0	9962.0	14276.0	3670.0		46.0	4659.0	57.0		32.0	276.0									
LK-5306	8735.0	330.0	9067.0	14037.0	733.0	1861.0		746.0	1312.0		35.0		4045.0								
LK-5136	8684.0	1090.0	9777.0	12223.0	424.0	5249.0		111.0	33.0							2836.0	45.0				
LK-5109	8502.0	866.0	9370.0	11823.0	377.0	2631.0		90.0	3050.0							2277.0	80.0				
LK-8142	8498.0	654.0	9146.0	12918.0	4942.0			3202.0		174.0	41.0	142.0									
LK-3134	8474.0	692.0	9167.0	13466.0	4252.0			3385.0	15.0	104.0	64.0	653.0									
LK-3309	8382.0	884.0	9266.0	32240.0	4588.0			3170.0	42.0			512.0			76.0						
LK-8221	8380.0	1170.0	9552.0	20021.0	4847.0		32.0	3309.0	30.0		68.0	100.0									
LK-7166	8360.0	724.0	9082.0	12685.0	4380.0		238.0	3646.0		34.0	16.0	49.0									
LK-9109	8205.0	529.0	8730.0	10924.0	4726.0			1559.0		42.0									18.0		1858.0
LK-3330	8147.0	149.0	8303.0	45882.0	4655.0			3296.0	0.0			0.0			178.0						
LK-8206	8106.0	1164.0	9273.0	12401.0	4753.0		35.0	3011.0	44.0		31.0	237.0									
LK-5106	8070.0	821.0	8890.0	11218.0	357.0	2496.0		82.0	2896.0							2161.0	76.0				
EC-08E	8013	149	8162	61452	6622			1369		2	2	18									
LK-7218	7910.0	758.0	8664.0	20172.0	4290.0			3013.0		292.0		309.0									
LK-2118	7895.0	782.0	8677.0	11170.0	4919.0			2836.0	14.0	28.0		82.0									
LK-7206	7858.0	616.0	8472.0	31155.0	5548.0			2175.0		95.0		44.0									
LK-5103	7835.0	798.0	8630.0	10893.0	346.0	2423.0		80.0	2810.0							2099.0	72.0				
LK-4127	7768.0	707.0	8478.0	31584.0	446.0	1915.0			216.0				4617.0	272.0	301.0						
LK-7145	7732.0	896.0	8630.0	16488.0	3762.0		102.0	3656.0		83.0	25.0	110.0									
EC-11C	7722	1307	9029	40224	426	2937	2882	37	1440												
LK-44	7722	1307	9029	40224	426	2937	2882	37	1440												
LK-4203	7687.0	666.0	8353.0	24107.0	1284.0	2816.0	1271.0	45.0	2266.0												
LK-8112	7644.0	792.0	8438.0	10651.0	4441.0			2848.0		86.0	30.0	238.0									
LK-1103010	7641.0	566.0	8207.0	12287.0	5078.0			1311.0	642.0	55.0	169.0	387.0									
LK-1103075	7624.0	534.0	8158.0	11482.0	4338.0			1035.0	1734.0	18.0	116.0	384.0									
EC-22P	7604	193	7797	8149	4728			2154		306	60	356									
LK-2212	7483.0	656.0	8135.0	12335.0	4023.0			3233.0		152.0		76.0									
LK-8115	7477.0	777.0	8254.0	10420.0	4341.0			2785.0		84.0	29.0	233.0									
LK-1333	7435.0	656.0	8095.0	18049.0	4212.0			2942.0	44.0	44.0	28.0	178.0									
LK-3221	7429.0	514.0	7947.0	28988.0	3811.0			3132.0		65.0	313.0	112.0									
LK-8224	7405.0	1032.0	8439.0	17693.0	4282.0		28.0	2922.0	28.0		61.0	88.0									
LK-5221	7352.0	296.0	7650.0	9077.0	1356.0	2367.0		467.0	3155.0									3.0			
LK-1127040	7287.0	356.0	7644.0	11202.0	4114.0			2071.0	381.0	60.0	247.0	414.0									
LK-6151	7240.0	426.0	7663.0	10605.0	4433.0			2421.0		219.0	60.0	104.0									
LK-7127	7007.0	423.0	7430.0	15949.0	3995.0		176.0	2749.0		27.0	7.0	50.0									
LK-3312	6995.0	737.0	7734.0	26910.0	3829.0			2648.0	33.0			423.0			63.0						
LK-5321	6955.0	484.0	7441.0	11522.0	2796.0	489.0		2847.0	449.0		17.0		353.0								
LK-5209	6942.0	424.0	7367.0	9606.0	3889.0	13.0		2957.0	21.0									64.0			
LK-1127075	6880.0	312.0	7193.0	10848.0	3886.0			1878.0	148.0	79.0	352.0	539.0									
LK-7118	6787.0	489.0	7279.0	18411.0	4040.0		56.0	2458.0		73.0	16.0	144.0									
LK-3130	6646.0	569.0	7213.0	15155.0	3042.0			3324.0	43.0	85.0	22.0	133.0									
LK-6212	6609.0	402.0	7010.0	9626.0	4214.0			2186.0	65.0	47.0		74.0							0.0	18.0	
LK-8109	6531.0	677.0	7211.0	9100.0	3795.0			2435.0		73.0	28.0	206.0									
LK-5230	6505.0	261.0	6766.0	8026.0	1202.0	2095.0		414.0	2787.0									4.0			
LK-1127030	6357.0	311.0	6667.0	9771.0	3588.0			1806.0	332.0	53.0	215.0	361.0									
LK-7163	6336.0	732.0	7072.0	13501.0	3082.0		83.0	2997.0		65.0	21.0	91.0									
LK-7210	6335.0	408.0	6746.0	11063.0	4047.0			2066.0		184.0		44.0									
LK-5225	6283.0	251.0	6533.0	7756.0	1159.0	2022.0		400.0	2696.0									7.0			
LK-1127085	6268.0	258.0	6527.0	10017.0	4153.0			1115.0	343.0	67.0	182.0	409.0									
EC-08A	6157	567	6724	58008	3556			2301		91	105	104									
LK-7142	6113.0	710.0	6824.0	13030.0	2976.0		81.0	2890.0		69.0	21.0	88.0									
LK-5206	6097.0	374.0	6469.0	8434.0	3416.0	13.0		2596.0	20.0									56.0			
LK-1127080	6067.0	275.0	6343.0	9567.0	3427.0			1656.0	130.0	69.0	310.0	475.0									
LK-7121	6016.0	366.0	6381.0	13692.0	3425.0		148.0	2362.0		19.0	3.0	42.0									
LK-2115	6012.0	431.0	6444.0	10907.0	3893.0			1594.0	398.0	19.0		108.0									
LK-6118	5998.0	461.0	6465.0	10221.0	3542.0			1951.0		238.0	80.0	191.0									
LK-1103095	5931.0	416.0	6347.0	8933.0	3375.0			805.0	1349.0	14.0	90.0	299.0									
LK-1127035	5930.0	290.0	6221.0	9116.0	3348.0			1685.0	310.0	49.0	201.0	337.0									
LK-7103	5894.0	375.0	6271.0	11713.0	3823.0		140.0	1802.0		56.0	28.0	45.0									
EC-08P	5874	226	6100	6619	3007			2293		95	103	376									
LK-8233	5847.0	817.0	6661.0	13967.0	3383.0		21.0	2309.0	19.0		48.0	67.0									
LK-6115	5826.0	452.0	6279.0	9926.0	3442.0			1895.0		233.0	76.0	182.0									
LK-1103070	5824.0	408.0	6232.0	8771.0	3314.0			790.0	1324.0	14.0	88.0	293.0									
LK-5124	5763.0	725.0	6487.0	8112.0	282.0	3480.0		75.0	20.0							1882.0	28.0				
LK-7106	5719.0	365.0	6086.0	11369.0	3708.0		135.0	1751.0		56.0	28.0	44.0									
LK-6112	5685.0	513.0	6203.0	9638.0	3453.0			1783.0		34.0	29.0	394.0									
LK-4103	5575.0	637.0	6213.0	12194.0	86.0	915.0			115.0				4220.0	96.0	141.0						
LK-5216	5557.0	200.0	5757.0	6271.0	870.0	1173.0		136.0	3361.0									22.0			
LK-7124	5516.0	340.0	5849.0	12554.0	3144.0		138.0	2166.0		20.0	2.0	41.0									
LK-4104	5408.0	615.0	6022.0	11820.0	85.0	888.0			112.0				4094.0	93.0	138.0						
EC-21P	5371	92	5463	5689	3307			1802		14									4		244
LK-3303	5268.0	557.0	5821.0	20255.0	2882.0			1992.0	23.0			321.0			45.0						
LK-3324	5174.0	143.0	5322.0	23672.0	3103.0			2002.0	0.0			46.0			29.0						
LK-5133	5174.0	647.0	5822.0	7283.0	255.0	3123.0		65.0	12.0							1693.0	26.0				
LK-1103090	4995.0	350.0	5346.0	7523.0	2843.0			678.0	1136.0	12.0	76.0	251.0									
LK-2221	4881.0	435.0	5314.0	7216.0	3520.0			1266.0		28.0		61.0									
LK-1103015	4845.0	359.0	5204.0	7791.0	3220.0			831.0	407.0	35.0	107.0	245.0									
LK-1131025	4820.0	204.0	5024.0	6919.0	2705.0			1664.0	53.0	28.0	179.0	191.0									
LK-1124005	4753.0	167.0	4920.0	7317.0	2230.0			1886.0	31.0	43.0	336.0	226.0									
LK-3325	4678.0	127.0	4811.0	21398.0	2797.0			1808.0	0.0			47.0			26.0						
LK-3321	4599.0	129.0	4733.0	21038.0	2751.0			1777.0	0.0			35.0			22.0						
LK-1127090	4562.0	188.0	4750.0	7290.0	3022.0			812.0	249.0	49.0	132.0	297.0									
EC-17P	4401	175	4576	4974	2694		12	1540		53	45	57									
LK-5127	4384.0	551.0	4932.0	6171.0	213.0	2646.0		57.0	11.0							1433.0	23.0				
LK-7209	4368.0	344.0	4712.0	17320.0	3083.0			1206.0		54.0		26.0									
LK-1103100	4358.0	305.0	4663.0	6563.0	2480.0			591.0	991.0	10.0	66.0	219.0									
LK-1127060	4309.0	196.0	4504.0	6793.0	2433.0			1176.0	92.0	49.0	220.0	337.0									
LK-4506	4276.0	736.0	5011.0	10915.0	311.0	1809.0			136.0				1753.0	115.0	150.0						
LK-5234	4268.0	155.0	4423.0	4816.0	667.0	900.0		105.0	2580.0									14.0			
LK-3248	4252.0	80.0	4336.0	32643.0	3516.0			726.0		0.0	0.0	0.0									
LK-5318	4239.0	295.0	4534.0	7025.0	1702.0	299.0		1735.0	274.0		12.0		216.0								
LK-1127095	4233.0	192.0	4425.0	6674.0	2391.0			1155.0	91.0	48.0	216.0	331.0									
LK-1127100	4212.0	191.0	4403.0	6641.0	2379.0			1150.0	90.0	48.0	215.0	330.0									
LK-5227	4153.0	168.0	4321.0	5129.0	765.0	1338.0		265.0	1782.0									1.0			
EC-19P	4149	128	4277	4482	2294			1593		35	98	129									
LK-1103050	4079.0	286.0	4364.0	6142.0	2321.0			554.0	927.0	10.0	62.0	205.0									
LK-1103055	4048.0	284.0	4332.0	6097.0	2304.0			549.0	921.0	9.0	61.0	204.0									
LK-3218	4002.0	369.0	4371.0	29223.0	2408.0			1280.0		73.0	38.0	213.0									
LK-6221	3998.0	229.0	4222.0	5608.0	2460.0			1404.0	58.0	27.0		34.0							0.0	12.0	
LK-1103155	3887.0	272.0	4160.0	5855.0	2212.0			528.0	884.0	9.0	59.0	196.0									
LK-1133090	3860.0	155.0	4015.0	6031.0	2084.0			1387.0	19.0	15.0	117.0	239.0									
LK-1103080	3860.0	271.0	4130.0	5813.0	2196.0			524.0	878.0	9.0	59.0	194.0									
LK-3306	3854.0	407.0	4263.0	14830.0	2110.0			1459.0	12.0			237.0			35.0						
LK-7157	3829.0	332.0	4162.0	5814.0	2008.0		110.0	1671.0		15.0	7.0	22.0									
LK-1127055	3796.0	172.0	3969.0	5986.0	2144.0			1036.0	81.0	43.0	194.0	297.0									
LK-1131065	3780.0	160.0	3940.0	5426.0	2122.0			1305.0	41.0	22.0	141.0	150.0									
LK-2224	3780.0	338.0	4116.0	5588.0	2728.0			982.0		21.0		51.0									
LK-1103040	3766.0	279.0	4045.0	6056.0	2503.0			646.0	316.0	27.0	83.0	191.0									
LK-3245	3758.0	68.0	3828.0	28812.0	3105.0			643.0		0.0	0.0	1.0									
LK-4512	3743.0	645.0	4387.0	9555.0	274.0	1582.0			120.0				1534.0	100.0	131.0						
LK-8230	3724.0	521.0	4244.0	8895.0	2154.0		12.0	1470.0	12.0		30.0	44.0									
LK-1103030	3718.0	276.0	3993.0	5978.0	2471.0			638.0	312.0	27.0	82.0	188.0									
LK-1103160	3696.0	259.0	3955.0	5566.0	2103.0			502.0	840.0	9.0	56.0	186.0									
LK-1103065	3692.0	259.0	3950.0	5560.0	2101.0			501.0	839.0	9.0	56.0	186.0									
LK-1103150	3670.0	257.0	3928.0	5528.0	2089.0			498.0	835.0	9.0	56.0	185.0									
LK-1130055	3665.0	138.0	3803.0	5312.0	2013.0			1241.0	80.0	19.0	176.0	137.0									
EC-09C	3647	961	4608	69327	1640			1948	5			25			29						
LK-7133	3624.0	440.0	4065.0	11827.0	1761.0		432.0	1345.0		33.0	10.0	42.0									
LK-5203020	3619.0	221.0	3841.0	5008.0	2028.0	7.0		1542.0	10.0									33.0			
LK-1127025	3614.0	177.0	3791.0	5556.0	2040.0			1027.0	189.0	30.0	122.0	206.0									
LK-5251	3605.0	185.0	3788.0	4259.0	594.0	1208.0		674.0	1122.0									10.0			
LK-1103020	3539.0	262.0	3801.0	5691.0	2352.0			607.0	297.0	25.0	78.0	179.0									
LK-5130	3531.0	443.0	3976.0	4970.0	171.0	2131.0		43.0	10.0							1151.0	17.0				
LK-1103060	3516.0	246.0	3762.0	5294.0	2000.0			477.0	799.0	8.0	53.0	177.0									
LK-1131030	3508.0	149.0	3656.0	5035.0	1969.0			1211.0	38.0	20.0	130.0	139.0									
LK-4312	3495.0	316.0	3810.0	9331.0	943.0	1520.0	430.0	243.0	359.0												
LK-6206	3459.0	240.0	3699.0	5302.0	2113.0			968.0	343.0	16.0		16.0							0.0	3.0	
LK-3206	3401.0	314.0	3715.0	32062.0	1966.0			1270.0		49.0	58.0	58.0									
LK-1103035	3390.0	251.0	3641.0	5451.0	2253.0			581.0	285.0	24.0	75.0	172.0									
LK-1127015	3371.0	165.0	3536.0	5182.0	1903.0			958.0	176.0	28.0	114.0	192.0									
LK-1103110	3358.0	235.0	3593.0	5057.0	1911.0			456.0	764.0	8.0	51.0	169.0									
EC-05P	3319	132	3451	3588	2208			1010		35		66									
LK-1131005	3317.0	140.0	3458.0	4762.0	1862.0			1145.0	36.0	19.0	123.0	132.0									
LK-1130075	3274.0	123.0	3397.0	4745.0	1798.0			1109.0	72.0	17.0	157.0	122.0									
LK-1103105	3258.0	228.0	3487.0	4907.0	1854.0			442.0	741.0	8.0	49.0	164.0									
LK-1218135	3236.0	146.0	3383.0	4501.0	1920.0			1147.0		34.0		135.0									
EC-10F	3193	380	3573	51943	46	1178			84				1587	127	171						
LK-4121	3193.0	380.0	3575.0	51942.0	44.0	1179.0			83.0				1591.0	128.0	172.0						
LK-1127010	3170.0	131.0	3301.0	5066.0	2100.0			564.0	173.0	34.0	92.0	207.0									
LK-1103145	3130.0	219.0	3350.0	4714.0	1781.0			425.0	712.0	7.0	47.0	158.0									
LK-1127070	3118.0	128.0	3247.0	4983.0	2066.0			555.0	170.0	33.0	91.0	203.0									
EC-16P	3117	74	3191	3377	2035			923	47	24		87							1	0	
LK-1127065	3096.0	128.0	3224.0	4948.0	2051.0			551.0	169.0	33.0	90.0	202.0									
EC-09P	3058	181	3239	3982	1705			1239	6			40			68						
LK-1131035	3044.0	129.0	3173.0	4369.0	1708.0			1051.0	33.0	17.0	113.0	121.0									
EC-06P	3021	80	3101	3224	2050			899	4			49			19						
LK-1131045	3005.0	127.0	3132.0	4314.0	1687.0			1037.0	33.0	17.0	112.0	119.0									
