entity_id	valid	rejected	polled	electors	ITAK	UNP	UPFA	SLMC	JVP	EPDP	AITC	TULF	PP	EDF	MJP	DUA	AITM	UPF	JSP	SLMP	UPP	FSP	IG0	IG1	ONF	DP	IG3	NSU	IG2	BJP	SLNF	OWORS	SEP	USP	ELPP	SLLP	ACMC	NSSP	TLP	SLVP	DNM	CWC	MNA
EC-22H	54336	1885	56238	73498		25993	26191		1460						2				4		36	60	3		27	83		3		59				44								336	
LK-9221	54335.0	1883.0	56238.0	73501.0		25992.0	26191.0		1462.0						0.0				0.0		40.0	63.0	37.0		27.0	81.0		0.0		61.0				45.0								337.0	
EC-07B	54269	1372	55650	75524		22671	26473		3532						4				3		29	104	5		21	1236		1		160								7	1		4		
EC-07G	54185	1364	55556	78182		20869	29554		2928						4				10		30	88	6		27	479		2		150								6	2		2		
LK-3136	54180.0	1365.0	55553.0	78182.0		20865.0	29555.0		2927.0						0.0				0.0		12.0	88.0	10.0		9.0	479.0		0.0		152.0								0.0	0.0		0.0		
LK-8130	53659.0	2387.0	56075.0	74435.0		30084.0	20130.0		2499.0						0.0						48.0	33.0	0.0			69.0				98.0												686.0	
EC-19G	53655	2384	56076	74436		30086	20127		2497						2						42	33	6			69				99												687	
EC-15F	52672	2538	55228	74100		23883	27006		1511										3		22	11	6	2	25	134		3		51	1								1				
EC-13B	51780	2856	54727	80357	7540	23206	6448		154	28	176							21	1		29	0	3	10		90		1		8							14033						
LK-9212	51247.0	1637.0	52888.0	71182.0		22639.0	25559.0		2587.0						0.0				0.0		21.0	95.0	4.0		4.0	68.0		0.0		142.0				32.0								15.0	
EC-22C	51245	1635	52889	71183		22643	25562		2587						1				9		30	100	1		20	62		6		141				35								28	
EC-14A	50948	2998	53982	74070	5628	20619	22325		1562	86	71	18					13	9	12		22	174	7			36		1			6												
EC-07C	49971	1203	51178	72572		18796	27367		2588						8				6		31	191	9		34	91		3		803								1	3		2		
LK-8124	49520.0	3211.0	52788.0	69909.0		28490.0	17597.0		2072.0						0.0						47.0	4.0	0.0			29.0				78.0												1168.0	
EC-19E	49518	3204	52785	69909		28486	17599		2070						7						45	17	10			30				77												1167	
EC-01G	49351	1634	51028	66793		26412	19203		3217			17			2		2	7	1		16	24	3	9	25	214		0		138	0		8	16	3			28	0	0			
LK-1131	49351.0	1632.0	51029.0	66795.0		26413.0	19203.0		3216.0			16.0			0.0		0.0	6.0	0.0		15.0	24.0	4.0	11.0	25.0	213.0		0.0		138.0	0.0		10.0	15.0	0.0			28.0	0.0	0.0			
EC-05B	49172	4292	53504	70323		20867	26748		1324								32		6	50	37	12	6			30		0		38		1			8	1							
EC-22I	49095	2286	51401	66607		24468	22674		1049						0				6		32	56	8		31	15		4		33				70								608	
EC-10K	49032	4689	53957	79093	38155	1646	1285		69	6417	532	223		340			61		30	38		26	6					7					18	42									
LK-45	49032	4689	53957	79093	38155	1646	1285		69	6417	532	223		340			61		30	38		26	143					7					18	42									
LK-9215	48562.0	1797.0	50365.0	67379.0		22726.0	23662.0		1720.0						0.0				0.0		2.0	98.0	18.0		26.0	58.0		0.0		72.0				38.0								112.0	
EC-22B	48559	1795	50364	67375		22724	23663		1716						2				5		16	99	3		27	60		5		73				32								110	
EC-21G	48534	1638	50182	62773		19889	27405		1034										4		33	34	5		37	65		4		9	3	3				1		1					
LK-7139	48338.0	3163.0	51543.0	70801.0		21285.0	24188.0		2440.0									0.0	0.0		31.0	2.0	49.0	31.0		274.0		0.0		30.0	0.0												
EC-12C	48323	3706	53121	87612	35535	7937	3276	125	13	82	498	236		234			54		7		11	7	28	31	87	20	5	8	2														
EC-01D	48001	2043	50099	66941		31450	12917		2960			99			2		6	3	14		23	21	14	3	11	238		0		169	0		8	21	6			8	1	1			
EC-04G	47983	2903	50919	69243		28115	18029		1059						2			4	4		38	5	1			98		7		138	1	4		13	4							415	4
LK-2145	47980.0	2906.0	50916.0	69243.0		28119.0	18029.0		1056.0						0.0			0.0	0.0		29.0	0.0	35.0			98.0		0.0		132.0	0.0	0.0		0.0	0.0							414.0	0.0
EC-06C	47843	4391	52269	71053		26404	19775		1258				121	77					4		54	9	9			47		6		44		13	3		3								
LK-2306	47840.0	4386.0	52271.0	71051.0		26406.0	19774.0		1254.0				131.0	77.0					0.0		24.0	0.0	2.0			15.0		0.0		12.0		0.0	0.0		0.0								
EC-15N	47828	3217	51066	70204		21829	23544		2237										4		24	3	0	7	18	117		5		26	1								2				
LK-6163	47824.0	3218.0	51067.0	70201.0		21833.0	23544.0		2238.0										0.0		1.0	0.0	0.0	0.0	0.0	116.0		0.0		2.0	0.0								0.0				
LK-2133	47379.0	2157.0	49560.0	66272.0		26873.0	18017.0		1882.0						0.0			0.0	9.0		13.0	33.0	58.0			195.0		0.0		190.0	0.0	0.0		3.0	0.0							0.0	0.0
EC-22D	46533	1774	48312	65337		22447	21491		2249						1				2		11	29	0		21	116		6		88				43								1	
LK-9203	46533.0	1768.0	48310.0	65336.0		22444.0	21493.0		2250.0						0.0				0.0		0.0	9.0	7.0		2.0	122.0		0.0		95.0				32.0								0.0	
EC-11A	46441	4206	50775	79433	27096	12738	2596	2826	6	333	84	20	512	91	2	40	29	2	8	18	5	0	1	13																			
LK-42	46441	4206	50775	79433	27096	12738	2596	2826	6	333	84	20	512	91	2	40	29	2	8	18	5	0	22	13																			
LK-2112	46095.0	2630.0	48751.0	65858.0		27477.0	16059.0		1371.0						0.0			0.0	0.0		36.0	9.0	52.0			148.0		0.0		132.0	0.0	1.0		18.0	0.0							728.0	0.0
EC-04P	45924	752	46680	46680		23264	18626		3419						0			1	7		6	31	1			279		2		136	1	14		6	0							129	0
LK-6130	45617.0	2604.0	48255.0	66481.0		21229.0	21782.0		1840.0										0.0		6.0	0.0	0.0	0.0	0.0	634.0		0.0		63.0	0.0								0.0				
LK-2142	45540.0	2610.0	48173.0	63536.0		26516.0	16801.0		985.0						0.0			0.0	0.0		40.0	6.0	42.0			96.0		0.0		116.0	0.0	1.0		38.0	1.0							867.0	0.0
EC-13C	45314	2051	47434	71254	10847	24992	726		31	18	44							16	1		23	3	1	6		27		2		1							8549						
EC-19F	45078	2234	47357	62689		24636	17564		2048						4						30	65	7			22				38												653	
LK-8127	45078.0	2236.0	47355.0	62690.0		24636.0	17561.0		2046.0						0.0						22.0	68.0	0.0			9.0				35.0												651.0	
LK-9118	44988.0	2277.0	47291.0	61637.0		21997.0	21407.0		1334.0										0.0		34.0	11.0	8.0		24.0	98.0		0.0		25.0	0.0	0.0				0.0		0.0					
LK-4309	44970.0	4389.0	49641.0	74941.0	21749.0	9822.0	9835.0	426.0	478.0	510.0	475.0	314.0	969.0	159.0	20.0	29.0	71.0	0.0	1.0	34.0	0.0	11.0	12.0	14.0																			
EC-19I	44945	3325	48325	65209		26813	13539		1413						7						55	28	13			70				31												2949	
LK-7215	44656.0	1690.0	46386.0	61539.0		23730.0	18473.0		2314.0						0.0		1.0					77.0	1.0							11.0													
EC-01F	44254	1330	45619	59812		28153	13273		2366			44			4		6	2	5		16	19	2	4	16	204		0		94	1		4	13	0			19	5	1			
LK-1130	44254.0	1329.0	45620.0	59812.0		28154.0	13272.0		2366.0			44.0			0.0		2.0	0.0	1.0		16.0	17.0	0.0	0.0	16.0	207.0		0.0		96.0	0.0		0.0	15.0	0.0			17.0	1.0	0.0			
LK-1330	44156.0	1664.0	45839.0	60996.0		19737.0	21328.0		2284.0						0.0				0.0		11.0	42.0	20.0		11.0	88.0				534.0	0.0	0.0		39.0	0.0	0.0		0.0			0.0		
EC-17F	43993	2837	46857	64778		19395	21495		2746									6	5		22	45	3	31		106		2		23	0												
LK-9142	43858.0	1896.0	45766.0	58541.0		22347.0	20303.0		1046.0										0.0		43.0	7.0	0.0		28.0	25.0		0.0		18.0	0.0	0.0				0.0		0.0					
EC-01C	43702	1902	45638	60109		28968	11842		2282			23			3		4	2	26		23	9	10	8	13	284		2		100	1		4	31	0			11	2	0			
LK-3330	43493.0	1143.0	44659.0	58398.0		15796.0	23431.0		4026.0										0.0		3.0	47.0	0.0		1.0	80.0		0.0		28.0		0.0			0.0								
LK-7212	43157.0	1632.0	44835.0	59478.0		22935.0	17856.0		2240.0						0.0		0.0					77.0	0.0							13.0													
EC-19C	43112	3015	46197	62901		25691	13885		947						8						56	23	8			103				24												2346	
LK-6172	42897.0	1706.0	44619.0	59125.0		21800.0	19390.0		1352.0										0.0		0.0	50.0	0.0	0.0	7.0	245.0		0.0		0.0	0.0								0.0				
EC-04D	42691	2368	45082	58637		19674	21919		876						0			0	0		44	3	2			61		2		25	1	2		8	0							9	3
LK-7115	42650.0	2017.0	44685.0	60954.0		18082.0	20186.0		4055.0									0.0	0.0		18.0	33.0	77.0	7.0		106.0		0.0		52.0	0.0												
LK-3309	42623.0	1194.0	43836.0	56046.0		16486.0	21883.0		4118.0										0.0		2.0	33.0	19.0		17.0	1.0		0.0		22.0		0.0			0.0								
LK-5315	42270.0	2797.0	45100.0	64872.0	20594.0	13184.0	6126.0		445.0	261.0	584.0	206.0					110.0	0.0	1.0		16.0	33.0	674.0			3.0		0.0			0.0												
EC-17P	41967	1257	43250	43250		20842	17293		3443									5	1		12	17	1	5		265		2		30	8												
LK-3145	41679.0	902.0	42579.0	57175.0		17546.0	20530.0		3234.0						1.0				0.0		4.0	62.0	3.0		2.0	161.0		0.0		71.0								0.0	0.0		0.0		
LK-8103	41295.0	1611.0	42947.0	56934.0		20490.0	18535.0		2153.0						0.0						40.0	18.0	1.0			28.0				28.0												0.0	
LK-2218	40666.0	2882.0	43575.0	59991.0		23547.0	15137.0		1702.0								4.0		0.0	47.0	10.0	7.0	4.0			76.0		0.0		79.0		0.0			0.0	0.0							
EC-19D	40490	1522	42044	55185		22526	15023		2251						2						24	32	3			37				218												366	
LK-8121	40487.0	1519.0	42044.0	55186.0		22524.0	15021.0		2253.0						0.0						26.0	33.0	1.0			36.0				218.0												365.0	
EC-02P	39804	1026	40846	40846		17859	17075		4401						2			6	9		9	30	1	6		321				75		5						3					
LK-1312	39475.0	1528.0	41018.0	53599.0		17134.0	20634.0		1338.0						0.0				0.0		9.0	37.0	5.0		15.0	80.0				143.0	0.0	0.0		15.0	0.0	0.0		0.0			0.0		
LK-3239	39389.0	954.0	40423.0	54480.0		16366.0	20434.0		2393.0										0.0		6.0	3.0	29.0		18.0	92.0		0.0			0.0				0.0	0.0			0.0				
LK-3133	39273.0	992.0	40267.0	54651.0		16407.0	19157.0		2557.0						0.0				0.0		22.0	78.0	4.0		8.0	896.0		0.0		114.0								0.0	0.0		0.0		
LK-3206	39217.0	1495.0	40776.0	53953.0		16595.0	20193.0		2249.0										4.0		41.0	33.0	34.0		23.0	11.0		0.0			0.0				7.0	0.0			0.0				
EC-04A	38351	1558	39933	54214		19522	17231		1287						0			2	9		15	8	2			110		3		80	4	1		14	7							3	2
EC-11C	38332	6012	44487	63920	27269	6244	2582	359	91	970	326	73	51	168	4	10	89	5	21	23	3	8	8	18																			
LK-44	38332	6012	44487	63920	27269	6244	2582	359	91	970	326	73	51	168	4	10	89	5	21	23	3	8	18	18																			
LK-6127	37844.0	2154.0	40027.0	55392.0		15799.0	20024.0		1889.0										0.0		1.0	0.0	1.0	0.0	0.0	27.0		0.0		1.0	0.0								0.0				
LK-2206	37840.0	2809.0	40670.0	55447.0		16984.0	19157.0		1500.0								1.0		0.0	47.0	9.0	23.0	1.0			34.0		0.0		18.0		0.0			0.0	0.0							
EC-22F	37447	1458	38928	53207		19192	16457		1250						0				5		18	84	1		16	47		0		273				35								45	
LK-9209	37446.0	1455.0	38929.0	53208.0		19196.0	16456.0		1251.0						0.0				0.0		2.0	81.0	7.0		1.0	57.0		0.0		269.0				42.0								56.0	
LK-6184	36717.0	1200.0	37927.0	50193.0		16280.0	18550.0		1713.0										0.0		0.0	0.0	5.0	0.0	0.0	78.0		0.0		20.0	0.0								0.0				
LK-3112	36700.0	944.0	37644.0	50502.0		14989.0	19340.0		1890.0						0.0				0.0		18.0	111.0	12.0		4.0	65.0		0.0		229.0								0.0	0.0		0.0		
LK-2203	36651.0	2723.0	39397.0	53710.0		16450.0	18559.0		1448.0								0.0		0.0	51.0	6.0	24.0	0.0			38.0		0.0		16.0		0.0			0.0	0.0							
LK-6145	36229.0	1747.0	37986.0	50970.0		16430.0	18577.0		1040.0										0.0		1.0	0.0	0.0	0.0	1.0	87.0		0.0		31.0	0.0								0.0				
LK-7206	36132.0	1233.0	37392.0	49816.0		18159.0	16165.0		1701.0						0.0		17.0					43.0	0.0							32.0													
LK-3106	36052.0	1002.0	37059.0	52853.0		14526.0	18239.0		2101.0						0.0				0.0		1.0	62.0	1.0		7.0	190.0		0.0		865.0								0.0	0.0		0.0		
EC-07A	36049	1002	37061	52852		14524	18237		2099						2				4		14	63	11		18	191		3		867								1	0		1		
LK-2233	35935.0	3425.0	39394.0	53166.0		20119.0	14171.0		1378.0								7.0		0.0	24.0	24.0	0.0	0.0			52.0		0.0		90.0		0.0			0.0	0.0							
LK-8133	35648.0	1734.0	37423.0	49204.0		19597.0	13388.0		1564.0						0.0						29.0	20.0	2.0			31.0				34.0												973.0	
LK-3312	35576.0	997.0	36590.0	46779.0		13758.0	18261.0		3438.0										2.0		4.0	29.0	17.0		16.0	4.0		0.0		20.0		1.0			0.0								
EC-19B	35339	2309	37712	51295		17092	16639		1076						4						42	25	2			11				56												380	
LK-6106	35323.0	1815.0	37158.0	50769.0		14385.0	19394.0		1424.0										0.0		1.0	0.0	0.0	0.0	5.0	64.0		0.0		1.0	0.0								0.0				
LK-7203	35199.0	1349.0	36574.0	49549.0		15300.0	17284.0		2483.0						0.0		0.0					84.0	0.0							25.0													
LK-6245	34975.0	1930.0	36919.0	55415.0		16920.0	16196.0		1572.0								1.0		0.0		1.0	48.0	0.0	2.0		173.0		0.0		15.0	0.0	0.0											
LK-1327	34746.0	1311.0	36066.0	47996.0		15527.0	16781.0		1802.0						0.0				0.0		7.0	35.0	13.0		7.0	72.0				421.0	0.0	0.0		34.0	0.0	0.0		0.0			0.0		
LK-6142	34473.0	1695.0	36183.0	48054.0		15991.0	17594.0		792.0										0.0		2.0	2.0	0.0	0.0	0.0	19.0		0.0		0.0	0.0								0.0				
LK-5203	34282.0	2078.0	36375.0	48392.0	12.0	14863.0	18074.0		1204.0	29.0	0.0							1.0	0.0		16.0	37.0	0.0	2.0		12.0		0.0		13.0							15.0						
LK-3315	34167.0	918.0	35099.0	45233.0		10807.0	19087.0		4081.0										0.0		0.0	33.0	0.0		1.0	3.0		0.0		86.0		0.0			0.0								
LK-2109	34063.0	1550.0	35633.0	47653.0		19322.0	12953.0		1347.0						0.0			0.0	17.0		22.0	34.0	38.0			143.0		0.0		140.0	0.0	0.0		10.0	0.0							5.0	0.0
LK-3109	34004.0	817.0	34824.0	49382.0		12794.0	18622.0		1758.0						0.0				0.0		21.0	129.0	26.0		24.0	65.0		0.0		543.0								0.0	0.0		0.0		
LK-3333	33958.0	911.0	34889.0	44964.0		10740.0	18967.0		4054.0										0.0		0.0	28.0	0.0		1.0	1.0		0.0		87.0		0.0			0.0								
LK-3154	33715.0	763.0	34484.0	46984.0		12905.0	18622.0		1910.0						0.0				0.0		0.0	123.0	4.0		4.0	51.0		0.0		47.0								0.0	0.0		0.0		
LK-8221	33611.0	1021.0	34631.0	44792.0		13120.0	18483.0		1916.0										0.0		8.0	32.0	2.0			13.0		0.0			0.0	4.0											
EC-04E	33595	2195	35807	47685		17501	14454		962						1			3	4		34	14	2			35		3		35	2	1		14	3							480	2
LK-2124	33592.0	2194.0	35800.0	47684.0		17504.0	14458.0		962.0						0.0			0.0	0.0		13.0	0.0	38.0			14.0		0.0		14.0	0.0	0.0		0.0	0.0							481.0	0.0
LK-5212	33230.0	2017.0	35253.0	46904.0	0.0	14404.0	17520.0		1166.0	25.0	0.0							0.0	0.0		9.0	28.0	0.0	0.0		0.0		0.0		1.0							2.0						
LK-1318	33192.0	886.0	34080.0	43276.0		13596.0	17230.0		1999.0						0.0				0.0		1.0	43.0	0.0		12.0	112.0				146.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-9115	32806.0	1662.0	34483.0	44945.0		16046.0	15609.0		972.0										0.0		15.0	5.0	4.0		10.0	69.0		0.0		10.0	0.0	0.0				0.0		0.0					
LK-6181	32457.0	1059.0	33530.0	44366.0		14390.0	16394.0		1519.0										0.0		1.0	0.0	5.0	0.0	0.0	68.0		0.0		19.0	0.0								0.0				
EC-07P	32254	414	32670	32670		12839	15501		3465						4				1		10	76	6		5	190		6		138								2	0		2		
LK-6248	32041.0	1769.0	33825.0	50768.0		15502.0	14838.0		1442.0								0.0		0.0		0.0	41.0	0.0	6.0		155.0		0.0		16.0	0.0	0.0											
LK-9136	31927.0	1211.0	33149.0	40922.0		14196.0	17077.0		557.0										0.0		25.0	1.0	10.0		20.0	20.0		0.0		15.0	0.0	0.0				0.0		0.0					
LK-3203	31733.0	1207.0	32999.0	43658.0		13430.0	16338.0		1819.0										0.0		37.0	31.0	24.0		9.0	3.0		0.0			0.0				0.0	0.0			0.0				
LK-9103	31694.0	1004.0	32711.0	42516.0		13800.0	16871.0		913.0										0.0		9.0	0.0	0.0		12.0	18.0		0.0		21.0	0.0	0.0				0.0		0.0					
LK-1118	31659.0	1471.0	33146.0	42815.0		14253.0	15632.0		1586.0			0.0			0.0		0.0	0.0	0.0		0.0	14.0	0.0	0.0	11.0	63.0		0.0		32.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-9230	31389.0	1459.0	32864.0	42583.0		15646.0	14500.0		672.0						0.0				0.0		17.0	38.0	25.0		16.0	2.0		0.0		17.0				45.0								386.0	
LK-6154	31230.0	1347.0	32593.0	43030.0		15937.0	13317.0		1802.0										0.0		1.0	0.0	0.0	0.0	0.0	75.0		0.0		56.0	0.0								0.0				
LK-6242	31185.0	1590.0	32798.0	49383.0		15054.0	14661.0		1312.0								0.0		0.0		0.0	5.0	0.0	9.0		92.0		0.0		0.0	0.0	0.0											
LK-2106	31119.0	1415.0	32553.0	43530.0		17651.0	11830.0		1237.0						0.0			0.0	3.0		4.0	12.0	36.0			125.0		0.0		121.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-9227	30953.0	1550.0	32527.0	41924.0		15315.0	14259.0		567.0						0.0				0.0		24.0	12.0	25.0		10.0	2.0		0.0		23.0				55.0								644.0	
LK-7154	30526.0	2117.0	32659.0	45420.0		14786.0	14357.0		1282.0									0.0	0.0		3.0	0.0	2.0	0.0		37.0		0.0		0.0	0.0												
EC-19P	30365	543	30920	30920		15952	11306		2879						0						5	35	0			73				55												59	
LK-9133	30293.0	1022.0	31325.0	39180.0		12413.0	17105.0		643.0										0.0		22.0	23.0	0.0		29.0	42.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-3127	30213.0	891.0	31103.0	41040.0		12882.0	15635.0		1462.0						0.0				0.0		2.0	37.0	5.0		8.0	55.0		0.0		50.0								0.0	0.0		0.0		
LK-6169	29999.0	1195.0	31198.0	41346.0		15241.0	13565.0		946.0										0.0		1.0	30.0	0.0	0.0	5.0	172.0		0.0		2.0	0.0								0.0				
EC-10D	29948	2623	33485	54567	20875	2888	1959		19	2129	1498	108		100			30		20	23		29	8					4					3	34									
LK-4109	29946.0	2624.0	33483.0	54566.0	20874.0	2891.0	1959.0		21.0	2129.0	1500.0	108.0		98.0			29.0		22.0	26.0		27.0	223.0					0.0					0.0	33.0									
EC-10E	29885	2938	33227	55891	20925	1983	2699		23	2588	1130	89		137			64		27	28		17	12					5					6	36									
LK-4118	29885.0	2938.0	33227.0	55894.0	20925.0	1983.0	2696.0		25.0	2586.0	1129.0	90.0		137.0			63.0		26.0	27.0		20.0	121.0					0.0					0.0	36.0									
EC-22P	29773	628	30405	30405		14472	12963		2039						1				3		4	32	2		4	104		2		110				4								29	
LK-2121	29771.0	1652.0	31443.0	40896.0		13723.0	15291.0		612.0						0.0			0.0	0.0		31.0	0.0	44.0			44.0		0.0		8.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2151	29709.0	2264.0	32006.0	42367.0		16672.0	11377.0		959.0						0.0			0.0	0.0		33.0	1.0	28.0			208.0		0.0		54.0	0.0	0.0		24.0	0.0							318.0	0.0
LK-8224	29708.0	901.0	30608.0	39591.0		11595.0	16334.0		1694.0										0.0		6.0	28.0	0.0			10.0		0.0			0.0	2.0											
LK-1310	29702.0	895.0	30599.0	39477.0		11705.0	16120.0		1622.0						0.0				0.0		15.0	25.0	8.0		15.0	51.0				92.0	0.0	2.0		5.0	0.0	0.0		0.0			0.0		
LK-6203	29673.0	2920.0	36918.0	58295.0		22478.0	6518.0		423.0								4.0		0.0		33.0	5.0	0.0	42.0		12.0		0.0		130.0	0.0	0.0											
LK-3248	29564.0	725.0	30334.0	41800.0		11255.0	15704.0		2501.0										0.0		0.0	0.0	0.0		0.0	40.0		0.0			0.0				1.0	0.0			0.0				
LK-3218	29507.0	791.0	31050.0	41318.0		11300.0	15681.0		2362.0										0.0		0.0	0.0	58.0		10.0	30.0		0.0			0.0				0.0	0.0			0.0				
LK-7148	29369.0	1880.0	31267.0	42920.0		12112.0	15514.0		1584.0									0.0	0.0		14.0	15.0	6.0	0.0		73.0		0.0		16.0	0.0												
LK-6175	28879.0	1418.0	30307.0	40251.0		13398.0	14737.0		666.0										0.0		0.0	2.0	0.0	0.0	0.0	15.0		0.0		0.0	0.0								0.0				
LK-8212	28576.0	1199.0	29770.0	40502.0		12401.0	14835.0		1233.0										0.0		11.0	0.0	1.0			46.0		0.0			0.0	0.0											
LK-6124	28573.0	1627.0	30218.0	41822.0		11932.0	15117.0		1426.0										0.0		0.0	0.0	0.0	0.0	0.0	21.0		0.0		0.0	0.0								0.0				
EC-04I	28551	721	29282	40020		18346	8369		1497						1			4	4		18	8	4			119		3		120	0	8		11	1							28	1
LK-3103	28337.0	726.0	29066.0	38995.0		11573.0	14935.0		1462.0						0.0				0.0		8.0	85.0	4.0		1.0	56.0		0.0		179.0								0.0	0.0		0.0		
LK-6215	28311.0	2784.0	35224.0	55623.0		21446.0	6219.0		404.0								5.0		0.0		31.0	7.0	3.0	38.0		15.0		0.0		121.0	0.0	0.0											
LK-1339	28253.0	1036.0	29301.0	38461.0		12198.0	14657.0		1102.0						0.0				0.0		0.0	30.0	0.0		2.0	49.0				148.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-3115	28179.0	770.0	28953.0	37019.0		12490.0	14417.0		1109.0						0.0				0.0		18.0	39.0	21.0		11.0	27.0		0.0		31.0								0.0	0.0		0.0		
LK-3221	28173.0	681.0	28912.0	38966.0		11706.0	14613.0		1710.0										0.0		4.0	2.0	21.0		9.0	67.0		0.0			0.0				0.0	0.0			0.0				
LK-8106	28130.0	1097.0	29255.0	38780.0		13955.0	12623.0		1471.0						0.0						30.0	4.0	0.0			7.0				8.0												0.0	
LK-6224	28111.0	2016.0	30156.0	42972.0		10988.0	16140.0		820.0								2.0		0.0		10.0	28.0	0.0	29.0		62.0		0.0		15.0	0.0	0.0											
