entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	JSP	ULPP	NLF	ULF	RPP	SLNF	DUA	SEP	SLPF	UNAF
LK-6172	40542.0	387.0	40929.0	52804.0	19935.0	20221.0	123.0	86.0	56.0	5.0	12.0	4.0	4.0	0.0	0.0	0.0	0.0
EC-12A	40369	503	40872	91410	28482	11105	214	253	43	52	37	52	12	44	43	28	4
LK-1330	40282.0	425.0	40710.0	52315.0	17266.0	22388.0	210.0	152.0	62.0	34.0	31.0	34.0	31.0	27.0	2.0	0.0	0.0
EC-17F	39925	429	40354	54554	16897	22454	136	160	37	54	26	43	49	31	18	13	7
EC-14A	39759	406	40165	66126	17835	21353	142	153	56	50	29	50	26	35	14	9	7
LK-5315	39611.0	716.0	40322.0	67942.0	30855.0	8112.0	227.0	100.0	96.0	49.0	42.0	30.0	16.0	31.0	26.0	13.0	0.0
LK-7215	39217.0	391.0	39612.0	51322.0	18918.0	19858.0	94.0	128.0	52.0	49.0	11.0	49.0	6.0	1.0	0.0	1.0	0.0
LK-9142	39141.0	457.0	39599.0	48261.0	19633.0	18919.0	176.0	157.0	50.0	50.0	25.0	45.0	21.0	19.0	0.0	12.0	2.0
LK-2142	38910.0	643.0	39554.0	52318.0	22273.0	16032.0	175.0	158.0	51.0	41.0	41.0	39.0	41.0	28.0	13.0	6.0	6.0
EC-13C	38779	456	39235	62251	29316	8951	175	125	68	15	43	19	9	33	13	9	3
EC-04A	38269	382	38651	50898	20177	17453	177	200	48	49	43	25	42	20	15	12	8
LK-3239	37932.0	331.0	38266.0	49332.0	14124.0	23339.0	126.0	141.0	46.0	36.0	11.0	29.0	38.0	29.0	0.0	0.0	0.0
LK-7212	37896.0	381.0	38285.0	49601.0	18286.0	19192.0	94.0	123.0	46.0	45.0	13.0	45.0	7.0	0.0	0.0	0.0	0.0
EC-22F	37846	434	38280	49586	18906	18391	179	121	53	40	30	33	42	22	7	17	5
LK-9209	37845.0	433.0	38284.0	49583.0	18903.0	18390.0	181.0	120.0	60.0	49.0	25.0	34.0	50.0	6.0	0.0	2.0	0.0
EC-15P	37609	414	38023	38023	14290	23146	10	18	83	17	5	10	10	6	6	6	2
LK-3145	37505.0	342.0	37844.0	47656.0	14921.0	22111.0	131.0	125.0	69.0	31.0	10.0	13.0	10.0	3.0	1.0	0.0	0.0
LK-7115	37336.0	353.0	37686.0	50584.0	15858.0	21070.0	99.0	104.0	51.0	43.0	17.0	38.0	34.0	7.0	1.0	1.0	0.0
LK-3112	36985.0	324.0	37312.0	46431.0	14537.0	21887.0	169.0	153.0	63.0	42.0	27.0	42.0	42.0	17.0	0.0	0.0	0.0
LK-3133	36982.0	369.0	37352.0	46936.0	14542.0	22011.0	110.0	123.0	43.0	38.0	15.0	38.0	34.0	15.0	5.0	0.0	0.0
LK-1312	36667.0	417.0	37086.0	46392.0	16922.0	19068.0	243.0	162.0	60.0	57.0	15.0	29.0	49.0	22.0	5.0	6.0	0.0
LK-3106	36653.0	291.0	36939.0	48824.0	15460.0	20741.0	132.0	123.0	36.0	11.0	6.0	39.0	22.0	8.0	24.0	0.0	0.0
EC-07A	36652	291	36943	48826	15460	20743	133	125	34	20	16	36	26	19	28	8	4
LK-6127	36646.0	358.0	36996.0	48894.0	16767.0	19526.0	104.0	87.0	5.0	15.0	1.0	15.0	5.0	0.0	0.0	0.0	0.0
LK-2218	36640.0	666.0	37306.0	50693.0	21107.0	14914.0	200.0	165.0	64.0	57.0	30.0	15.0	17.0	8.0	4.0	3.0	0.0
EC-19D	36623	512	37135	48670	18624	17494	155	129	58	29	29	30	15	22	16	14	8
LK-8121	36622.0	512.0	37132.0	48673.0	18626.0	17493.0	156.0	129.0	59.0	31.0	31.0	31.0	13.0	24.0	15.0	13.0	1.0
LK-3206	36575.0	484.0	37062.0	45677.0	15483.0	20402.0	204.0	183.0	47.0	64.0	30.0	42.0	47.0	32.0	12.0	14.0	1.0
LK-6145	36009.0	272.0	36280.0	46099.0	17512.0	18135.0	105.0	77.0	44.0	54.0	1.0	1.0	9.0	0.0	0.0	0.0	0.0
LK-8103	36002.0	565.0	36564.0	46982.0	19386.0	15989.0	171.0	186.0	43.0	61.0	35.0	38.0	38.0	29.0	12.0	5.0	0.0
LK-6184	35957.0	318.0	36279.0	45358.0	15830.0	19765.0	91.0	96.0	69.0	7.0	14.0	8.0	8.0	0.0	0.0	0.0	0.0
LK-3309	35755.0	346.0	36100.0	45570.0	13688.0	21621.0	114.0	127.0	44.0	49.0	9.0	33.0	32.0	18.0	0.0	1.0	0.0
LK-2206	35236.0	453.0	35686.0	46854.0	16274.0	18442.0	138.0	151.0	42.0	54.0	18.0	33.0	23.0	6.0	1.0	1.0	0.0
LK-6245	34396.0	333.0	34725.0	50043.0	16804.0	17241.0	88.0	69.0	64.0	10.0	16.0	14.0	10.0	2.0	1.0	1.0	0.0
LK-7206	34315.0	258.0	34572.0	44494.0	16409.0	17504.0	118.0	111.0	31.0	44.0	35.0	37.0	4.0	0.0	0.0	0.0	0.0
LK-2203	34133.0	436.0	34569.0	45390.0	15766.0	17867.0	133.0	145.0	46.0	53.0	13.0	36.0	24.0	3.0	0.0	0.0	0.0
EC-19B	34094	611	34705	45049	16423	16803	258	268	45	67	48	48	45	29	25	27	8
LK-6106	34015.0	299.0	34316.0	44985.0	15069.0	18582.0	79.0	104.0	24.0	25.0	1.0	26.0	6.0	3.0	0.0	0.0	0.0
LK-3154	33706.0	289.0	33988.0	42810.0	12894.0	20362.0	110.0	137.0	53.0	27.0	24.0	21.0	24.0	7.0	0.0	0.0	0.0
LK-3109	33514.0	327.0	33842.0	43623.0	11866.0	21203.0	115.0	122.0	48.0	35.0	22.0	43.0	29.0	18.0	2.0	0.0	0.0
LK-6142	33299.0	215.0	33512.0	42523.0	16292.0	16663.0	89.0	93.0	50.0	16.0	2.0	16.0	3.0	3.0	0.0	0.0	0.0
LK-2233	33126.0	548.0	33673.0	44625.0	17923.0	14555.0	206.0	189.0	52.0	36.0	20.0	23.0	24.0	11.0	0.0	0.0	0.0
LK-7203	33027.0	318.0	33341.0	43037.0	14153.0	18467.0	101.0	121.0	45.0	31.0	16.0	39.0	21.0	2.0	0.0	0.0	0.0
EC-04E	32567	452	33019	41465	16646	15367	176	138	45	43	35	23	38	22	13	17	4
LK-2124	32560.0	453.0	33022.0	41463.0	16642.0	15368.0	173.0	139.0	38.0	36.0	14.0	5.0	19.0	5.0	0.0	2.0	0.0
LK-8133	32189.0	524.0	32716.0	42194.0	17240.0	14376.0	184.0	168.0	36.0	34.0	29.0	24.0	17.0	14.0	21.0	23.0	4.0
LK-6181	31788.0	278.0	32065.0	40093.0	13990.0	17470.0	79.0	86.0	54.0	8.0	15.0	10.0	10.0	0.0	0.0	0.0	0.0
LK-2109	31708.0	435.0	32144.0	41816.0	18127.0	13177.0	115.0	99.0	45.0	29.0	27.0	22.0	22.0	20.0	3.0	4.0	0.0
LK-1327	31697.0	336.0	32033.0	41164.0	13588.0	17619.0	165.0	118.0	48.0	31.0	24.0	31.0	26.0	21.0	3.0	1.0	0.0
LK-6248	31512.0	304.0	31816.0	45848.0	15392.0	15799.0	81.0	65.0	61.0	14.0	17.0	16.0	14.0	3.0	0.0	0.0	0.0
LK-5203	30822.0	284.0	31105.0	40847.0	13209.0	17214.0	82.0	123.0	40.0	26.0	16.0	40.0	27.0	16.0	13.0	15.0	2.0
LK-6242	30817.0	247.0	31057.0	43710.0	14474.0	16041.0	75.0	55.0	55.0	27.0	10.0	19.0	7.0	0.0	22.0	0.0	0.0
LK-3315	30240.0	262.0	30502.0	38404.0	9784.0	20060.0	88.0	116.0	46.0	40.0	1.0	45.0	20.0	1.0	0.0	0.0	0.0
LK-3333	30058.0	261.0	30318.0	38176.0	9728.0	19945.0	88.0	116.0	38.0	32.0	0.0	35.0	11.0	1.0	0.0	0.0	0.0
LK-5212	29870.0	273.0	30147.0	39587.0	12801.0	16682.0	83.0	116.0	34.0	18.0	8.0	30.0	21.0	7.0	1.0	3.0	0.0
LK-3312	29845.0	288.0	30135.0	38035.0	11424.0	18047.0	97.0	103.0	36.0	39.0	10.0	29.0	26.0	17.0	2.0	4.0	0.0
LK-3127	29836.0	300.0	30141.0	36815.0	11917.0	17404.0	145.0	145.0	50.0	34.0	7.0	17.0	28.0	2.0	0.0	0.0	0.0
LK-9115	29767.0	355.0	30120.0	37080.0	14359.0	14934.0	132.0	127.0	43.0	42.0	10.0	19.0	43.0	10.0	2.0	4.0	0.0
LK-9103	29754.0	222.0	29977.0	37008.0	12934.0	16463.0	114.0	93.0	35.0	27.0	12.0	24.0	5.0	0.0	0.0	0.0	0.0
LK-3218	29635.0	253.0	29886.0	37397.0	11062.0	18104.0	125.0	141.0	36.0	43.0	12.0	34.0	38.0	22.0	0.0	0.0	0.0
LK-3203	29600.0	395.0	29990.0	36956.0	12527.0	16515.0	165.0	148.0	41.0	45.0	28.0	37.0	40.0	30.0	4.0	4.0	0.0
LK-3248	29404.0	220.0	29625.0	38778.0	10245.0	18761.0	102.0	115.0	53.0	28.0	6.0	40.0	18.0	6.0	0.0	0.0	0.0
LK-9227	29294.0	304.0	29596.0	37121.0	14712.0	14162.0	140.0	108.0	38.0	32.0	25.0	32.0	15.0	8.0	8.0	1.0	1.0
LK-9230	29139.0	334.0	29476.0	37187.0	14120.0	14482.0	176.0	156.0	44.0	36.0	20.0	19.0	36.0	7.0	6.0	4.0	0.0
LK-2106	28972.0	396.0	29364.0	38196.0	16560.0	12031.0	109.0	93.0	41.0	8.0	6.0	4.0	4.0	3.0	0.0	0.0	0.0
LK-4309	28870.0	520.0	29393.0	71646.0	22918.0	5421.0	189.0	106.0	39.0	43.0	20.0	21.0	24.0	21.0	21.0	5.0	1.0
LK-1118	28828.0	315.0	29145.0	36837.0	13206.0	15285.0	99.0	78.0	43.0	32.0	23.0	13.0	2.0	1.0	2.0	0.0	0.0
LK-3103	28556.0	246.0	28805.0	35850.0	11226.0	16899.0	129.0	119.0	48.0	30.0	16.0	25.0	34.0	8.0	0.0	0.0	0.0
LK-2121	28548.0	395.0	28947.0	36787.0	14138.0	13931.0	130.0	143.0	41.0	49.0	26.0	28.0	34.0	15.0	0.0	0.0	0.0
LK-6154	28370.0	301.0	28674.0	37090.0	14240.0	13870.0	70.0	71.0	45.0	1.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0
LK-8221	28360.0	316.0	28681.0	35898.0	11754.0	16242.0	75.0	105.0	32.0	40.0	13.0	37.0	29.0	15.0	4.0	2.0	0.0
LK-6169	28349.0	272.0	28620.0	36919.0	13941.0	14141.0	82.0	60.0	43.0	5.0	8.0	4.0	5.0	3.0	1.0	0.0	0.0
LK-6203	28239.0	477.0	28717.0	44220.0	18580.0	9247.0	150.0	82.0	29.0	35.0	15.0	27.0	10.0	26.0	17.0	4.0	0.0
LK-9136	27912.0	239.0	28151.0	33266.0	12763.0	14715.0	138.0	118.0	47.0	29.0	25.0	26.0	24.0	20.0	2.0	8.0	0.0
LK-6175	27896.0	182.0	28073.0	35622.0	13648.0	13960.0	75.0	76.0	42.0	14.0	2.0	12.0	6.0	4.0	0.0	0.0	0.0
LK-1318	27894.0	281.0	28175.0	34683.0	11233.0	16317.0	112.0	92.0	36.0	13.0	20.0	10.0	11.0	4.0	0.0	0.0	0.0
LK-7154	27884.0	275.0	28156.0	37385.0	13235.0	14276.0	99.0	102.0	29.0	34.0	8.0	23.0	11.0	11.0	2.0	0.0	0.0
LK-7148	27737.0	290.0	28024.0	36594.0	11574.0	15801.0	85.0	89.0	39.0	36.0	19.0	32.0	36.0	8.0	0.0	0.0	0.0
LK-6124	27667.0	270.0	27935.0	36912.0	12663.0	14740.0	75.0	67.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
LK-3115	27529.0	243.0	27771.0	32758.0	11568.0	15541.0	109.0	130.0	42.0	28.0	25.0	32.0	25.0	11.0	1.0	0.0	0.0
LK-9133	27376.0	261.0	27633.0	32554.0	11694.0	15265.0	111.0	109.0	42.0	32.0	29.0	38.0	22.0	12.0	1.0	2.0	0.0
LK-3221	27129.0	234.0	27369.0	35282.0	10105.0	16692.0	93.0	103.0	30.0	23.0	8.0	21.0	23.0	21.0	0.0	0.0	0.0
LK-6215	26943.0	453.0	27401.0	42191.0	17729.0	8824.0	144.0	82.0	28.0	33.0	15.0	23.0	14.0	21.0	17.0	5.0	0.0
LK-1339	26939.0	246.0	27192.0	34587.0	12088.0	14425.0	157.0	96.0	30.0	39.0	6.0	8.0	8.0	2.0	0.0	0.0	0.0
LK-3209	26888.0	242.0	27124.0	34445.0	9381.0	17013.0	123.0	153.0	36.0	42.0	11.0	42.0	42.0	35.0	0.0	2.0	0.0
EC-04I	26811	335	27146	36326	17130	9435	55	55	57	20	14	15	6	7	10	6	1
LK-2151	26355.0	431.0	26786.0	35469.0	13250.0	12652.0	133.0	123.0	37.0	33.0	11.0	22.0	26.0	7.0	14.0	3.0	0.0
EC-04P	26306	410	26716	26716	10502	15686	12	15	57	8	4	3	5	2	12	0	0
LK-6224	26302.0	239.0	26542.0	36799.0	11550.0	14454.0	78.0	78.0	31.0	17.0	17.0	34.0	15.0	8.0	0.0	0.0	0.0
LK-7109	26153.0	225.0	26379.0	36310.0	11008.0	14784.0	100.0	100.0	32.0	41.0	14.0	39.0	10.0	0.0	0.0	0.0	0.0
EC-02P	26084	427	26511	26511	8819	17131	9	7	87	10	2	2	6	2	6	1	2
LK-3245	25951.0	196.0	26147.0	34223.0	9043.0	16559.0	92.0	102.0	45.0	23.0	3.0	37.0	15.0	4.0	0.0	0.0	0.0
EC-01E	25865	399	26264	38621	20475	5104	52	22	129	37	10	3	10	5	10	7	1
LK-1310	25808.0	258.0	26066.0	32249.0	11052.0	14436.0	94.0	78.0	44.0	23.0	15.0	16.0	16.0	13.0	0.0	0.0	0.0
LK-6187	25674.0	205.0	25877.0	33519.0	12153.0	13242.0	71.0	75.0	21.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0
EC-12C	25489	247	25736	79339	24142	905	201	58	28	42	29	19	10	16	19	13	7
LK-9106	25387.0	187.0	25578.0	31577.0	11035.0	14050.0	97.0	80.0	29.0	29.0	14.0	25.0	8.0	2.0	0.0	0.0	0.0
LK-6239	25327.0	201.0	25524.0	35924.0	11893.0	13185.0	62.0	47.0	47.0	13.0	6.0	10.0	4.0	0.0	13.0	0.0	0.0
LK-8118	25255.0	530.0	25784.0	33425.0	15324.0	9565.0	83.0	125.0	35.0	12.0	23.0	24.0	1.0	3.0	12.0	1.0	0.0
LK-3118	25236.0	218.0	25454.0	30031.0	10607.0	14248.0	98.0	119.0	39.0	26.0	17.0	31.0	17.0	6.0	1.0	0.0	0.0
LK-3227	25169.0	198.0	25367.0	32826.0	8546.0	16266.0	86.0	98.0	31.0	41.0	18.0	27.0	40.0	9.0	0.0	0.0	0.0
LK-8224	25066.0	283.0	25346.0	31727.0	10382.0	14353.0	66.0	92.0	28.0	35.0	11.0	31.0	27.0	15.0	2.0	0.0	0.0
LK-1336	25058.0	238.0	25287.0	32168.0	11242.0	13412.0	148.0	89.0	30.0	33.0	15.0	17.0	17.0	13.0	1.0	1.0	0.0
LK-2230	25005.0	408.0	25416.0	33687.0	13525.0	10992.0	155.0	144.0	46.0	34.0	14.0	14.0	16.0	4.0	0.0	1.0	0.0
LK-8212	24948.0	342.0	25282.0	33082.0	10444.0	14133.0	94.0	116.0	23.0	37.0	2.0	37.0	13.0	1.0	1.0	0.0	0.0
EC-17P	24820	631	25451	25451	9102	15591	21	24	34	28	3	8	5	1	3	0	0
LK-3324	24635.0	235.0	24865.0	31703.0	8872.0	15359.0	104.0	106.0	37.0	28.0	2.0	46.0	24.0	6.0	0.0	0.0	0.0
LK-8106	24523.0	387.0	24905.0	32007.0	13204.0	10889.0	115.0	124.0	31.0	40.0	20.0	27.0	24.0	10.0	0.0	0.0	0.0
LK-8139	24273.0	421.0	24693.0	32049.0	14785.0	9037.0	201.0	99.0	30.0	16.0	23.0	28.0	4.0	11.0	11.0	11.0	2.0
LK-3142	24270.0	219.0	24489.0	30842.0	9656.0	14311.0	87.0	82.0	46.0	17.0	7.0	8.0	7.0	0.0	0.0	0.0	0.0
LK-3151	24245.0	209.0	24454.0	30796.0	9274.0	14643.0	80.0	98.0	37.0	20.0	16.0	12.0	12.0	7.0	1.0	0.0	0.0
LK-2148	23692.0	394.0	24084.0	31852.0	13557.0	9758.0	105.0	97.0	32.0	27.0	25.0	19.0	24.0	14.0	5.0	3.0	5.0
LK-9151	23524.0	241.0	23766.0	29503.0	9707.0	13468.0	79.0	102.0	26.0	36.0	13.0	26.0	27.0	17.0	0.0	3.0	0.0
EC-11A	23065	361	23426	78906	20463	2183	160	54	21	50	21	18	21	44	18	7	5
LK-42	23065	361	23426	78906	20463	2183	160	54	21	50	21	18	21	44	18	7	5
LK-8215	22857.0	307.0	23169.0	30311.0	9568.0	12954.0	88.0	105.0	22.0	30.0	10.0	30.0	22.0	7.0	7.0	2.0	0.0
LK-3212	22843.0	205.0	23049.0	29257.0	7970.0	14456.0	106.0	130.0	28.0	41.0	3.0	43.0	40.0	24.0	0.0	0.0	0.0
LK-9224	22581.0	235.0	22813.0	28615.0	11342.0	10918.0	105.0	81.0	27.0	24.0	17.0	24.0	13.0	8.0	8.0	1.0	0.0
LK-7218	22559.0	219.0	22778.0	29397.0	9664.0	12617.0	70.0	79.0	25.0	21.0	18.0	24.0	19.0	6.0	0.0	0.0	0.0
LK-3303	22465.0	217.0	22682.0	28628.0	8599.0	13583.0	72.0	78.0	27.0	28.0	12.0	20.0	19.0	15.0	1.0	4.0	0.0
LK-5215	22446.0	209.0	22656.0	29749.0	9618.0	12535.0	61.0	91.0	27.0	23.0	10.0	27.0	23.0	10.0	5.0	5.0	0.0
LK-7118	22431.0	211.0	22641.0	30386.0	9526.0	12655.0	57.0	62.0	34.0	27.0	2.0	19.0	8.0	1.0	1.0	0.0	0.0
LK-3325	22260.0	210.0	22473.0	28654.0	8019.0	13882.0	98.0	101.0	44.0	23.0	0.0	46.0	19.0	3.0	0.0	0.0	0.0
LK-8136	22201.0	363.0	22568.0	29103.0	11896.0	9915.0	129.0	116.0	28.0	24.0	19.0	18.0	9.0	3.0	13.0	14.0	0.0
LK-3121	22167.0	192.0	22359.0	26373.0	9315.0	12515.0	90.0	102.0	34.0	20.0	16.0	28.0	15.0	5.0	1.0	0.0	0.0
LK-3321	21890.0	210.0	22096.0	28170.0	7889.0	13648.0	89.0	92.0	28.0	21.0	0.0	35.0	18.0	1.0	0.0	0.0	0.0
LK-6121	21423.0	179.0	21605.0	28312.0	10044.0	11156.0	52.0	65.0	9.0	8.0	9.0	4.0	7.0	0.0	0.0	0.0	0.0
LK-3124	21413.0	220.0	21628.0	26417.0	8555.0	12490.0	108.0	106.0	37.0	18.0	4.0	10.0	15.0	3.0	0.0	0.0	0.0
LK-2103	21303.0	214.0	21513.0	28332.0	11234.0	9713.0	99.0	107.0	16.0	17.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0
LK-5218	21244.0	237.0	21483.0	30366.0	11376.0	9580.0	100.0	93.0	7.0	0.0	1.0	21.0	0.0	25.0	0.0	0.0	0.0
LK-3236	20602.0	162.0	20765.0	26871.0	6995.0	13318.0	68.0	78.0	21.0	36.0	9.0	20.0	34.0	2.0	0.0	0.0	0.0
LK-5233	20569.0	211.0	20779.0	31647.0	13523.0	6754.0	102.0	78.0	22.0	9.0	19.0	26.0	0.0	17.0	0.0	0.0	0.0
LK-7145	20369.0	211.0	20577.0	26869.0	8498.0	11603.0	63.0	65.0	30.0	28.0	13.0	25.0	25.0	5.0	0.0	2.0	0.0
LK-6133	20179.0	252.0	20438.0	27627.0	10080.0	9878.0	54.0	58.0	29.0	13.0	3.0	1.0	8.0	1.0	0.0	0.0	0.0
LK-9139	20098.0	170.0	20270.0	23953.0	9189.0	10594.0	100.0	84.0	33.0	24.0	15.0	19.0	14.0	12.0	0.0	5.0	0.0
LK-6233	20070.0	180.0	20252.0	27780.0	10083.0	9745.0	63.0	53.0	32.0	9.0	6.0	9.0	6.0	6.0	5.0	0.0	0.0
LK-3318	20020.0	176.0	20197.0	25432.0	6479.0	13285.0	63.0	75.0	21.0	19.0	0.0	20.0	5.0	1.0	0.0	0.0	0.0
LK-6218	19788.0	183.0	19967.0	27396.0	9942.0	9605.0	61.0	51.0	32.0	17.0	9.0	14.0	10.0	9.0	6.0	0.0	0.0
LK-8233	19786.0	221.0	20006.0	25043.0	8197.0	11330.0	52.0	73.0	22.0	27.0	10.0	26.0	16.0	10.0	8.0	3.0	1.0
LK-3224	19522.0	168.0	19687.0	24636.0	7284.0	11927.0	79.0	95.0	22.0	30.0	8.0	20.0	26.0	13.0	0.0	0.0	0.0
LK-1315	19512.0	227.0	19737.0	24690.0	9000.0	10149.0	130.0	89.0	34.0	31.0	7.0	14.0	22.0	8.0	2.0	2.0	0.0
LK-6103	19402.0	170.0	19568.0	25654.0	8593.0	10599.0	45.0	63.0	18.0	19.0	1.0	21.0	4.0	1.0	0.0	0.0	0.0
LK-7112	19373.0	209.0	19581.0	26840.0	9263.0	9804.0	79.0	78.0	24.0	33.0	17.0	23.0	17.0	15.0	0.0	0.0	0.0
LK-8203	19371.0	213.0	19584.0	25770.0	8294.0	10762.0	62.0	106.0	21.0	27.0	8.0	31.0	23.0	4.0	1.0	0.0	0.0
LK-7209	19076.0	142.0	19219.0	24736.0	9126.0	9730.0	65.0	61.0	16.0	25.0	20.0	22.0	3.0	0.0	0.0	0.0	0.0
LK-6139	19054.0	161.0	19214.0	25177.0	8936.0	9918.0	43.0	59.0	11.0	5.0	8.0	2.0	5.0	1.0	0.0	0.0	0.0
LK-5242	18966.0	197.0	19158.0	29177.0	12471.0	6229.0	95.0	72.0	16.0	6.0	15.0	23.0	0.0	12.0	0.0	0.0	0.0
EC-07P	18777	261	19038	19038	6079	12617	9	3	47	5	2	4	4	2	5	0	0
LK-7127	18523.0	180.0	18710.0	25728.0	8324.0	9950.0	71.0	76.0	3.0	28.0	0.0	15.0	11.0	0.0	0.0	0.0	0.0
LK-8218	18515.0	250.0	18762.0	24552.0	7750.0	10487.0	72.0	86.0	16.0	26.0	0.0	27.0	9.0	0.0	0.0	0.0	0.0
LK-6157	18488.0	199.0	18686.0	24175.0	9281.0	9041.0	46.0	52.0	28.0	1.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0
EC-22P	18347	243	18590	18590	6752	11517	4	6	45	6	0	6	5	3	1	0	2
LK-8142	18306.0	316.0	18624.0	24168.0	11151.0	6815.0	153.0	73.0	16.0	7.0	9.0	13.0	3.0	5.0	5.0	5.0	1.0
LK-3148	18276.0	183.0	18461.0	22550.0	7300.0	10663.0	92.0	91.0	34.0	19.0	2.0	9.0	14.0	1.0	0.0	0.0	0.0
LK-5121	18256.0	217.0	18474.0	32778.0	14488.0	3500.0	105.0	58.0	32.0	8.0	17.0	8.0	0.0	22.0	7.0	0.0	0.0
LK-3215	18093.0	153.0	18243.0	22833.0	6754.0	11055.0	74.0	89.0	21.0	25.0	8.0	19.0	23.0	14.0	0.0	0.0	0.0
LK-1333	18084.0	166.0	18254.0	23220.0	8115.0	9679.0	106.0	66.0	21.0	25.0	11.0	11.0	11.0	10.0	0.0	0.0	0.0
LK-9127	17573.0	148.0	17721.0	20940.0	8035.0	9261.0	88.0	74.0	30.0	20.0	17.0	20.0	16.0	13.0	0.0	0.0	0.0
EC-19P	17519	244	17763	17763	6822	10624	6	6	36	9	3	2	6	0	3	1	1
LK-8209	17236.0	187.0	17425.0	22929.0	7383.0	9575.0	56.0	91.0	17.0	25.0	8.0	29.0	22.0	4.0	1.0	0.0	0.0
LK-2157	17217.0	280.0	17497.0	23170.0	8657.0	8266.0	86.0	80.0	26.0	21.0	9.0	15.0	18.0	6.0	10.0	2.0	0.0
EC-01P	17144	340	17484	17484	6143	10901	8	2	62	9	1	5	5	1	6	0	1
LK-5248	17061.0	174.0	17236.0	26248.0	11219.0	5605.0	87.0	63.0	15.0	4.0	13.0	20.0	1.0	9.0	0.0	0.0	0.0
LK-2134	16970.0	168.0	17134.0	22567.0	8946.0	7737.0	73.0	87.0	9.0	9.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0
LK-6227	16789.0	155.0	16944.0	23491.0	7371.0	9230.0	49.0	49.0	19.0	11.0	12.0	23.0	11.0	9.0	1.0	0.0	0.0
LK-7163	16682.0	174.0	16855.0	22010.0	6961.0	9500.0	54.0	55.0	22.0	21.0	6.0	21.0	21.0	2.0	0.0	0.0	0.0
EC-03P	16536	334	16870	16870	5434	11027	6	6	31	12	4	4	5	1	5	0	1
LK-9130	16484.0	154.0	16640.0	19603.0	7042.0	9192.0	64.0	64.0	26.0	19.0	15.0	23.0	12.0	8.0	0.0	0.0	0.0
LK-3306	16448.0	157.0	16608.0	20962.0	6294.0	9947.0	53.0	60.0	17.0	21.0	1.0	8.0	5.0	3.0	0.0	0.0	0.0
LK-9233	16436.0	188.0	16626.0	20976.0	7965.0	8170.0	97.0	91.0	25.0	20.0	13.0	13.0	20.0	1.0	1.0	1.0	0.0
LK-2209	16391.0	235.0	16631.0	21373.0	7794.0	8283.0	83.0	102.0	2.0	31.0	2.0	8.0	17.0	1.0	1.0	0.0	0.0
LK-6148	16340.0	121.0	16463.0	20921.0	7946.0	8225.0	46.0	37.0	13.0	20.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
LK-8119	16237.0	343.0	16577.0	21490.0	9855.0	6151.0	54.0	81.0	20.0	9.0	13.0	13.0	1.0	2.0	8.0	1.0	0.0
LK-6209	16102.0	148.0	16250.0	22531.0	7070.0	8849.0	45.0	45.0	17.0	6.0	6.0	24.0	5.0	5.0	1.0	0.0	0.0
LK-7142	16096.0	164.0	16263.0	21237.0	6719.0	9169.0	51.0	51.0	24.0	23.0	6.0	21.0	22.0	4.0	0.0	1.0	0.0
LK-7210	16070.0	160.0	16230.0	21027.0	7754.0	8134.0	41.0	52.0	18.0	16.0	2.0	17.0	2.0	1.0	1.0	1.0	0.0
LK-7166	16002.0	155.0	16162.0	21456.0	7598.0	8191.0	59.0	60.0	14.0	21.0	1.0	5.0	3.0	3.0	0.0	0.0	0.0
LK-6109	15921.0	141.0	16061.0	21055.0	7055.0	8694.0	37.0	49.0	8.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
LK-7121	15905.0	156.0	16062.0	22086.0	7145.0	8546.0	60.0	63.0	1.0	19.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0
LK-2154	15879.0	255.0	16137.0	21366.0	7979.0	7622.0	80.0	75.0	25.0	21.0	6.0	14.0	18.0	3.0	8.0	1.0	0.0
LK-9145	15858.0	187.0	16046.0	19555.0	7956.0	7666.0	71.0	62.0	26.0	23.0	4.0	19.0	1.0	1.0	0.0	1.0	0.0
LK-5115	15794.0	186.0	15980.0	28356.0	12531.0	3027.0	92.0	49.0	26.0	9.0	16.0	9.0	1.0	18.0	6.0	0.0	0.0
LK-3130	15738.0	153.0	15890.0	20485.0	5571.0	9954.0	53.0	57.0	24.0	18.0	9.0	20.0	15.0	6.0	1.0	0.0	0.0
LK-2227	15655.0	226.0	15884.0	20412.0	7445.0	7908.0	81.0	93.0	3.0	32.0	6.0	12.0	23.0	3.0	1.0	0.0	0.0
LK-6236	15382.0	142.0	15523.0	21300.0	7727.0	7467.0	50.0	40.0	22.0	3.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0
LK-8206	15004.0	164.0	15165.0	19962.0	6426.0	8330.0	46.0	82.0	8.0	17.0	4.0	21.0	11.0	1.0	0.0	0.0	0.0
