entity_id	valid	rejected	polled	electors	ITAK	EDF	ELMS	DNA	IG1D	IG2D	IG3D	IG4D	IG5D	IG6D	IG7D	IG8D	IG9D	UPFA	AITC	AITUF	UNP	UNAF	UDF	USP	JSP	TMVP	PERLF	MLF	LLF	SLNF	SMBP	IG1T	IG2T	IG3T	IG4T	IG5T	IG6T	IG7T	IG8T	IG9T	DPLF	IG1B	IG2B	IG3B	IG4B	IG5B	IG6B	IG7B	IG8B	IG9B	ONF	OWORS	TULF	EPDP	IG1V	DUA	IG9V	IG2V	IG6V	IG3V	IG4V	IG5V	IG7V	IG8V	IG9J	IG2J	IG4J	IG1J	IG3J	IG5J	IG6J	IG7J	IG8J	SEP	IG1P	IG7P	PNF	ELPP	IG2P	IG6P	IG8P	IG9P	IG3P	IG4P	IG5P	SLLP	NSU	UPF	IG1N	IG5N	IG3N	IG2N	IG4N	IG6N	IG9N	IG7N	IG8N	IG2M	IG3M	RJP	IG1M	IG4M	NPP	IG1H	OWO	IG4H	IG2H	IG3H	IG8M	IG5M	IG9M	IG6M	IG7M	IG1R	IG5R	IG2R	IG3R	IG4R	IG6R	IG7R	IG8R	IG9R	TLP	CDUA	IG3C	IG6C	IG8C	IG1C	IG7C	IG2C	IG9C	IG4C	IG5C	MNA	IG1K	IG3K	IG2K	IG4K	IG6K	IG9K	IG5K	IG7K	IG8K	IG6G	IG2G	IG7G	IG3G	IG4G	IG1G	IG5G	IG6A	IG1A	IG7A	IG5A	IG2A	IG3A	IG4A	IG9G	IG8G	OWOS	JS	J	OORS
EC-01A	50858	4495	55404	95385			11	3226										15976			30825	44	8	54	40				115	102	3																				26		138																					14			0	93								2																	1																					3	2	1	3	3	9	4	11	5	0	11																												84	2
EC-15I	50594	3558	54197	94743			2	1826										29501			19146		18		4				2	9	2																				29																										3	31								1														0																							0												1	0	5	1	0	0	1	1	11																				
EC-16A	49968	4918	54899	102643			6	654										28191			20961	20	7		1				7	20	5																					1																							1	6	0	13	1	5	7	1	3	4	8	3	3																																																																												
EC-16E	49809	3675	53495	99774			1	2457										30075			17105	9	9		3				9	15	1																					2																							2	2	2	28	3	5	3	3	0	12	9	1	6																																																																												
EC-14C	49559	3246	52927	85401	8068			180										18576	161	10	21963	31	13	96	5	302	9	21	0	12	5	9	2	7	7	4	12	21	4	3																																																																																																																											
LK-5327	49556.0	3246.0	52924.0	85400.0	8069.0			182.0										18576.0	164.0	2.0	21963.0	33.0	5.0	97.0	20.0	305.0	1.0	19.0	0.0	5.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	19.0	0.0	0.0																																																																																																																											
EC-07I	49287	2036	51323	84872			3	4026										31998			13062	11	5	33	9					12	3																																											6																															2																																							44	3	12	2	3	0	12													
EC-12A	48812	4714	53960	97135	13709	238	7	61										16786			9090	44			5	6739		4	33		2										13	5	0	14	155	12	608	14	632	29	13	9	303																																																																																																														
EC-07D	48565	2611	51176	84772			1	2792										32926			12592	17	15	18	6					51	5																																											6																															12																																							48	6	28	0	1	3	5													
EC-22A	48479	3335	51814	83554			2	2022										31983			14331	14	6	26	7				2	1	5																																														1									3																																																	18	0	10	0	3		5	1	11																				
LK-9218	48479.0	3339.0	51815.0	83554.0			0.0	2024.0										31985.0			14330.0	1.0	0.0	10.0	14.0				0.0	0.0	0.0																																														0.0									0.0																																																	4.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
EC-04L	48401	6780	55239	91146			5	1228										27843			19144	31			0			2	7	13	1																																														2									3												1	4		2	7							1	10	1	5	1											8																																							
LK-3242	48075.0	1299.0	49370.0	80335.0				3620.0										24350.0			19879.0		1.0	19.0	7.0	0.0			0.0	60.0	0.0																				4.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							28.0													0.0																																								
EC-08F	48074	1299	49373	80334				3624										24353			19875		16	28	9	8			5	57	2																				19																										5									3												1	2		3	2	4							32													5																																								
EC-15A	48054	5319	53417	96354			1	1503										34119			12267		15		6				1	22	4																				35																										1	45								1														2																							1												0	3	3	3	1	8	2	4	7																				
LK-1306	47426.0	4819.0	52282.0	80495.0			0.0	3932.0										30401.0			12872.0	0.0	0.0		3.0				0.0	0.0	0.0																				39.0	0.0																									0.0									0.0																																																	8.0	0.0	6.0	0.0	0.0	29.0	0.0	0.0	0.0																				
EC-08C	47407	2170	49577	87510				3075										30816			13196		26	37	3	22			4	86	3																				39																										2									2												5	6		6	3	1							51													7																																								
EC-19A	47156	2520	49676	85562			12	2433										29903			14613	33	16		7						5											9	6	2	66	25																																								5		7												4			10																																																												
EC-09B	47041	1917	48958	74470			4	3338										31330			12192	13	12	26	3				4	4																					47																										5									5																	6	10	7	17	13	5																																																							
EC-17C	46287	2807	49094	88157			7	4541										30497			11019	10	10		13				15	20	78																																														9									4																			6																																														12	22	11	3	1	6	3						
LK-1124	46135.0	1875.0	48037.0	73008.0			1.0	6730.0										22799.0			16376.0	13.0	1.0	13.0	2.0				18.0	21.0	0.0																				21.0	16.0	0.0																					0.0			0.0	74.0								0.0																	1.0																					0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0																													
EC-01I	46134	1877	48036	73009			6	6729										22799			16374	12	7	12	5				16	20	1																				17	14	3																					3			0	73								2																	5																					2	2	0	4	0	2	0	0	3	0	7																													
EC-15L	46008	3012	49053	81523			1	2649										27030			16176		22		2				2	36	7																				18																										2	24								3														4																							7												0	3	0	5	1	1	4	1	10																				
EC-17D	45827	3636	49463	93534			3	2436										31803			11370	18	9		6				5	1	88																																														3									4																			2																																														14	23	15	4	16	5	2						
EC-08B	45535	2572	48107	85686				2212										33113			9971		24	25	4	4			0	17	2																				48																										4									1												2	5		7	8	3							48													4																																								
EC-04F	45483	4783	50298	85857			3	2775										26070			16282	22			5			4	5	205	2																																														7									5												3	2		1	8							4	2	10	2	0											5																																							
LK-2127	45482.0	4781.0	50293.0	85857.0			0.0	2773.0										26069.0			16282.0	7.0			54.0			0.0	0.0	206.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	1.0	0.0	0.0											0.0																																							
EC-08G	45436	1812	47248	86711				2812										29814			12482		15	23	3	8			101	62	1																				30																										2									4												3	5		6	3	10							33													1																																								
EC-15G	45394	3350	48796	82441			4	1108										27396			16779		20		1				0	8	1																				22																										1	20								0														4																							1												1	3	0	2	1	1	8	1	12																				
EC-08A	45300	2718	48018	86311				1960										30270			12737		33	50	6	3			2	40	2																				51																										13									2												7	6		6	16	5							54													5																																								
EC-15B	45063	4975	50098	87897			1	1486										28687			14677		20		2				0	43	1																				19																										2	32								2														3																							56												2	1	3	6	1	2	1	2	14																				
EC-15M	44767	3806	48627	82656			4	1945										28106			14569		12		6				6	14	5																				23																										1	36								1														5																							4												1	2	2	4	2	2	2	3	12																				
LK-6160	44767.0	3808.0	48622.0	82657.0			0.0	1948.0										28106.0			14572.0		0.0		0.0				0.0	0.0	0.0																				9.0																										0.0	29.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1309	44183.0	4134.0	48381.0	73729.0			0.0	2727.0										29910.0			11258.0	0.0	0.0		0.0				2.0	82.0	0.0																				31.0	0.0																									0.0									0.0																																																	3.0	3.0	2.0	0.0	0.0	39.0	0.0	0.0	0.0																				
EC-21C	44180	4740	48927	75685			5	704										28453			14817	20	9	34	8				10	4	2																				43																										4									1																												6	3	7	8	1	4	1	6	3																																									
