entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
EC-06B	61099	1018	62117	78068	62	93	16	14	87	27	27	44	133	36343	115	38	19	42	97	23821	92	19	10
EC-18B	61007	307	61314	77505	28	36	10	1	32	9	8	60	60	32875	73	10	14	14	73	27623	73	5	3
EC-17A	60620	426	61046	81996	36	71	8	5	28	11	10	22	49	24261	47	18	8	28	121	35772	99	12	14
EC-08E	60339	473	60812	78690	35	29	8	16	21	17	19	30	45	24092	32	9	9	21	79	35795	68	12	2
LK-1115	60298.0	655.0	60955.0	74657.0	44.0	40.0	0.0	0.0	36.0	0.0	0.0	59.0	43.0	27155.0	56.0	2.0	4.0	11.0	70.0	32638.0	56.0	3.0	0.0
EC-17B	60201	468	60669	81099	46	72	9	8	63	10	9	36	82	27662	67	15	9	32	109	31847	97	14	14
EC-15K	59919	435	60354	77321	39	55	8	10	25	16	16	22	38	28365	29	15	19	20	69	31108	55	7	3
LK-3136	59785.0	479.0	60261.0	78182.0	44.0	39.0	0.0	0.0	36.0	0.0	1.0	53.0	45.0	23042.0	18.0	0.0	0.0	1.0	75.0	36208.0	56.0	3.0	0.0
EC-07G	59783	480	60263	78182	49	46	16	8	44	15	18	55	50	23038	34	16	4	18	77	36209	57	21	8
EC-07B	59604	635	60239	75524	46	55	14	9	28	14	17	78	41	26187	30	20	15	32	78	32871	51	11	7
LK-1124	59590.0	704.0	60291.0	74931.0	21.0	21.0	16.0	0.0	21.0	13.0	10.0	21.0	41.0	34613.0	25.0	1.0	27.0	1.0	37.0	24663.0	34.0	1.0	1.0
EC-01I	59588	703	60291	74934	17	17	14	3	22	12	10	22	41	34614	27	7	28	7	39	24663	33	6	6
EC-15E	59564	448	60012	76817	52	47	13	9	25	12	8	33	31	24562	28	15	15	31	88	34499	73	16	7
LK-6136	59560.0	449.0	60015.0	76815.0	58.0	54.0	0.0	0.0	14.0	0.0	0.0	37.0	31.0	24561.0	24.0	1.0	1.0	31.0	86.0	34497.0	70.0	2.0	0.0
EC-22G	58703	809	59512	74244	39	66	12	17	55	15	43	52	107	26970	104	21	18	36	116	30890	103	24	15
EC-22H	58581	577	59158	73498	68	65	15	6	37	22	17	71	64	26984	60	15	9	24	98	30922	76	18	10
LK-9221	58581.0	577.0	59160.0	73501.0	69.0	67.0	8.0	0.0	40.0	23.0	10.0	70.0	67.0	26985.0	63.0	8.0	1.0	24.0	100.0	30921.0	73.0	15.0	1.0
LK-8130	58077.0	661.0	58741.0	74435.0	70.0	114.0	0.0	0.0	57.0	3.0	23.0	57.0	57.0	29430.0	58.0	9.0	3.0	27.0	92.0	27873.0	92.0	19.0	0.0
EC-19G	58075	664	58739	74436	71	115	7	10	55	20	29	56	56	29431	57	23	18	30	93	27874	91	27	12
EC-15F	57776	403	58179	74100	31	47	12	5	23	10	10	21	35	25172	35	10	4	21	68	32197	60	10	5
EC-05B	56178	581	56759	70323	52	59	13	10	42	22	11	39	73	21511	72	30	12	50	175	33821	136	33	17
EC-07C	55410	541	55951	72572	53	55	14	2	31	11	17	129	44	19752	38	17	20	20	109	34983	88	21	6
EC-13B	55333	412	55745	80357	38	92	13	7	48	20	14	35	124	46827	121	26	14	33	55	7797	42	19	8
LK-9212	54828.0	630.0	55458.0	71182.0	62.0	50.0	0.0	0.0	17.0	3.0	3.0	75.0	41.0	23858.0	17.0	3.0	3.0	4.0	69.0	30450.0	78.0	3.0	2.0
EC-22C	54827	630	55457	71183	51	43	9	5	29	12	17	71	39	23853	29	17	17	20	66	30452	76	11	10
EC-12C	54412	627	55039	87612	98	262	31	22	81	38	55	83	266	44485	163	54	31	118	160	8216	160	71	18
EC-19E	54322	1040	55362	69909	85	118	33	23	71	35	30	49	111	27797	92	50	34	53	149	25420	126	37	9
LK-8124	54321.0	1040.0	55363.0	69909.0	87.0	119.0	34.0	14.0	72.0	37.0	29.0	50.0	110.0	27801.0	92.0	52.0	35.0	56.0	149.0	25419.0	126.0	39.0	0.0
LK-2306	53958.0	1067.0	55025.0	71051.0	79.0	107.0	0.0	0.0	88.0	2.0	3.0	10.0	107.0	25643.0	87.0	4.0	2.0	20.0	131.0	27389.0	123.0	8.0	1.0
EC-06C	53956	1064	55020	71053	79	97	12	13	86	18	21	39	97	25645	85	23	17	51	122	27389	113	35	14
EC-10K	53886	1940	55826	79093	123	215	39	26	115	56	92	66	161	38856	149	63	41	106	180	13300	184	77	37
LK-45	53886	1940	55826	79093	123	215	39	26	115	56	92	66	161	38856	149	63	41	106	180	13300	184	77	37
EC-11A	53500	895	54395	79433	78	160	29	19	100	32	57	44	159	45543	136	32	23	61	68	6824	74	46	15
LK-42	53500	895	54395	79433	78	160	29	19	100	32	57	44	159	45543	136	32	23	61	68	6824	74	46	15
EC-22I	53172	717	53889	66607	46	54	15	14	49	25	30	66	86	23648	85	30	17	43	104	28741	93	17	9
EC-04G	53079	673	53752	69243	56	112	14	2	46	33	17	44	91	28049	95	30	17	48	106	24167	111	30	11
LK-2145	53079.0	672.0	53749.0	69243.0	64.0	108.0	0.0	0.0	41.0	21.0	2.0	37.0	93.0	28046.0	95.0	17.0	2.0	49.0	101.0	24164.0	106.0	17.0	0.0
LK-7139	53059.0	494.0	53559.0	70801.0	52.0	63.0	2.0	0.0	31.0	7.0	2.0	25.0	56.0	23298.0	55.0	7.0	2.0	30.0	99.0	29197.0	70.0	13.0	2.0
EC-01G	53004	680	53684	66793	18	26	7	7	22	10	15	29	29	29554	25	11	24	9	30	23144	31	10	3
LK-1131	53004.0	682.0	53685.0	66795.0	17.0	26.0	6.0	6.0	22.0	12.0	14.0	30.0	30.0	29554.0	25.0	13.0	24.0	11.0	30.0	23144.0	30.0	12.0	0.0
EC-21G	52580	511	53091	62773	48	45	10	9	44	15	21	51	54	19508	55	31	14	43	138	32336	127	22	9
LK-6163	52413.0	510.0	52922.0	70201.0	28.0	62.0	0.0	0.0	9.0	0.0	0.0	8.0	27.0	23847.0	24.0	0.0	0.0	2.0	84.0	28012.0	95.0	0.0	0.0
EC-15N	52409	512	52921	70204	47	63	10	7	34	13	11	33	46	23847	45	17	20	26	79	28010	85	10	6
EC-14A	52261	442	52703	74070	35	60	9	14	44	18	18	118	70	24833	63	13	5	44	102	26716	75	14	10
LK-2133	52192.0	570.0	52761.0	66272.0	40.0	49.0	0.0	0.0	20.0	1.0	0.0	53.0	69.0	30110.0	51.0	0.0	0.0	18.0	71.0	21529.0	69.0	0.0	0.0
EC-01D	52137	668	52805	66941	25	32	3	5	36	11	21	31	47	35167	33	14	13	16	23	16601	32	18	9
EC-22B	51911	855	52766	67375	66	58	13	9	33	13	15	76	56	22699	46	20	9	28	80	28608	59	10	13
LK-9215	51911.0	855.0	52767.0	67379.0	66.0	57.0	0.0	0.0	40.0	0.0	1.0	76.0	57.0	22698.0	51.0	7.0	0.0	28.0	79.0	28609.0	58.0	0.0	0.0
EC-22D	50628	457	51085	65337	49	37	9	11	38	16	8	46	48	22690	53	18	12	21	80	27400	75	9	8
LK-9203	50627.0	459.0	51087.0	65336.0	47.0	21.0	0.0	0.0	25.0	1.0	0.0	36.0	43.0	22690.0	54.0	2.0	0.0	2.0	88.0	27399.0	81.0	0.0	0.0
LK-4309	50605.0	935.0	51543.0	74941.0	99.0	141.0	30.0	17.0	89.0	38.0	52.0	49.0	142.0	38037.0	110.0	35.0	19.0	60.0	101.0	11393.0	99.0	60.0	12.0
EC-13C	50561	342	50903	71254	24	61	12	5	31	14	11	26	94	45411	68	14	9	31	26	4683	22	12	7
LK-2112	50511.0	787.0	51302.0	65858.0	52.0	73.0	4.0	0.0	48.0	18.0	7.0	52.0	70.0	29189.0	73.0	23.0	14.0	43.0	78.0	20641.0	73.0	3.0	5.0
LK-9118	50011.0	586.0	50591.0	61637.0	48.0	62.0	5.0	5.0	40.0	7.0	10.0	48.0	67.0	23419.0	67.0	16.0	5.0	33.0	98.0	25908.0	87.0	14.0	1.0
LK-6130	49678.0	574.0	50253.0	66481.0	25.0	50.0	0.0	0.0	7.0	0.0	1.0	0.0	50.0	23055.0	41.0	0.0	0.0	7.0	81.0	26172.0	66.0	0.0	0.0
LK-2142	49593.0	635.0	50226.0	63536.0	41.0	101.0	1.0	1.0	41.0	25.0	30.0	41.0	82.0	28171.0	81.0	27.0	6.0	33.0	95.0	20696.0	81.0	16.0	6.0
EC-19I	49507	874	50381	65209	80	141	17	10	79	36	44	62	123	28725	101	46	18	41	97	19725	107	33	22
EC-17F	49390	406	49796	64778	26	54	10	7	24	4	12	36	41	22860	45	17	5	31	88	26032	78	10	10
EC-19F	48966	621	49587	62689	45	71	10	11	58	23	20	56	81	22894	70	20	19	29	101	25337	91	18	12
LK-8127	48966.0	622.0	49589.0	62690.0	44.0	75.0	0.0	0.0	60.0	12.0	5.0	57.0	84.0	22896.0	75.0	5.0	2.0	21.0	101.0	25339.0	91.0	2.0	0.0
LK-7215	48791.0	359.0	49150.0	61539.0	1.0	34.0	1.0	0.0	16.0	0.0	1.0	63.0	60.0	30671.0	71.0	1.0	0.0	18.0	66.0	17661.0	58.0	1.0	0.0
LK-1330	47905.0	594.0	48496.0	60996.0	31.0	39.0	0.0	0.0	30.0	0.0	4.0	56.0	54.0	21637.0	54.0	2.0	0.0	27.0	87.0	25735.0	67.0	0.0	0.0
LK-1130	47170.0	599.0	47770.0	59812.0	30.0	39.0	12.0	0.0	12.0	1.0	14.0	28.0	32.0	30955.0	17.0	9.0	19.0	2.0	31.0	15932.0	15.0	15.0	1.0
EC-01F	47169	599	47768	59812	28	39	9	3	9	5	12	26	34	30955	17	8	21	6	32	15932	14	14	5
LK-7212	47155.0	344.0	47500.0	59478.0	0.0	35.0	0.0	0.0	17.0	0.0	0.0	64.0	54.0	29642.0	71.0	0.0	0.0	17.0	65.0	17065.0	51.0	0.0	0.0
LK-9142	47117.0	585.0	47703.0	58541.0	54.0	69.0	7.0	4.0	50.0	7.0	7.0	37.0	75.0	21890.0	69.0	10.0	5.0	45.0	117.0	24496.0	106.0	16.0	2.0
LK-7115	47067.0	406.0	47475.0	60954.0	34.0	41.0	0.0	1.0	17.0	1.0	2.0	41.0	38.0	22352.0	34.0	1.0	1.0	20.0	68.0	24328.0	47.0	1.0	1.0
EC-19C	46996	900	47896	62901	96	186	23	8	75	36	37	69	125	25598	122	33	19	50	132	20202	128	48	9
EC-01C	46990	547	47537	60109	31	36	5	2	21	15	16	22	78	31469	37	7	16	7	37	15148	30	10	3
EC-04D	46917	479	47396	58637	66	80	12	15	44	11	13	25	58	18472	66	14	10	36	112	27722	129	22	10
LK-5315	46809.0	610.0	47413.0	64872.0	55.0	84.0	10.0	2.0	69.0	33.0	28.0	46.0	103.0	37033.0	85.0	41.0	15.0	42.0	54.0	8990.0	55.0	31.0	6.0
LK-3330	46336.0	416.0	46755.0	58398.0	55.0	55.0	0.0	0.0	15.0	0.0	0.0	3.0	24.0	16357.0	47.0	0.0	1.0	3.0	82.0	29495.0	74.0	1.0	0.0
LK-3145	45564.0	449.0	46015.0	57175.0	13.0	41.0	0.0	0.0	6.0	1.0	0.0	50.0	16.0	21135.0	34.0	0.0	3.0	6.0	69.0	24045.0	34.0	0.0	0.0
LK-6172	45489.0	336.0	45820.0	59125.0	47.0	56.0	0.0	0.0	4.0	0.0	0.0	34.0	12.0	22087.0	16.0	0.0	0.0	4.0	58.0	23020.0	52.0	0.0	0.0
LK-2218	45325.0	550.0	45876.0	59991.0	57.0	68.0	0.0	3.0	57.0	8.0	10.0	36.0	75.0	25680.0	72.0	26.0	3.0	27.0	88.0	19008.0	50.0	18.0	0.0
EC-11C	44889	1052	45941	63920	124	185	37	23	67	44	78	68	195	35441	151	29	19	81	135	7935	176	69	32
LK-44	44889	1052	45941	63920	124	185	37	23	67	44	78	68	195	35441	151	29	19	81	135	7935	176	69	32
LK-8103	44823.0	553.0	45374.0	56934.0	53.0	90.0	10.0	0.0	40.0	3.0	1.0	29.0	40.0	18735.0	52.0	3.0	0.0	38.0	113.0	25406.0	127.0	23.0	0.0
LK-3309	44796.0	381.0	45173.0	56046.0	48.0	52.0	1.0	0.0	27.0	1.0	1.0	28.0	48.0	17442.0	44.0	1.0	0.0	22.0	84.0	26872.0	61.0	1.0	0.0
LK-1312	43360.0	467.0	43821.0	53599.0	47.0	23.0	0.0	0.0	33.0	1.0	6.0	54.0	56.0	18499.0	56.0	4.0	0.0	22.0	81.0	24347.0	64.0	0.0	0.0
EC-19D	43234	630	43864	55185	41	61	6	5	43	22	16	47	47	22659	45	15	11	17	68	20062	51	13	5
LK-8121	43233.0	629.0	43862.0	55186.0	43.0	60.0	0.0	0.0	43.0	24.0	15.0	48.0	48.0	22659.0	43.0	13.0	6.0	17.0	70.0	20063.0	51.0	10.0	0.0
LK-3133	43130.0	461.0	43589.0	54651.0	35.0	39.0	2.0	0.0	19.0	2.0	3.0	56.0	34.0	18950.0	26.0	6.0	2.0	28.0	56.0	23787.0	38.0	1.0	0.0
LK-3239	42877.0	311.0	43189.0	54480.0	26.0	36.0	0.0	0.0	7.0	1.0	0.0	9.0	42.0	18803.0	21.0	1.0	4.0	2.0	57.0	23735.0	48.0	0.0	1.0
EC-17P	42872	499	43371	44144	31	23	2	4	6	2	2	18	13	23032	6	2	13	10	31	19643	24	5	5
LK-2206	42682.0	454.0	43129.0	55447.0	35.0	45.0	1.0	0.0	20.0	3.0	1.0	30.0	35.0	17939.0	24.0	3.0	1.0	26.0	86.0	24250.0	70.0	1.0	1.0
LK-3206	42637.0	548.0	43180.0	53953.0	50.0	50.0	10.0	0.0	41.0	14.0	12.0	49.0	56.0	17530.0	47.0	10.0	6.0	36.0	104.0	24472.0	78.0	28.0	0.0
LK-6127	41884.0	319.0	42201.0	55392.0	5.0	19.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	17545.0	15.0	0.0	0.0	5.0	70.0	23980.0	71.0	0.0	0.0
EC-04A	41815	390	42205	54214	47	44	11	8	39	15	16	26	46	19818	42	22	10	30	79	21466	72	19	5
LK-2203	41345.0	436.0	41778.0	53710.0	41.0	50.0	0.0	0.0	18.0	1.0	0.0	31.0	41.0	17379.0	28.0	1.0	0.0	30.0	83.0	23493.0	66.0	0.0	0.0
EC-02P	40831	654	41485	42726	7	5	6	3	16	2	5	25	6	20386	4	5	21	5	12	20296	21	2	4
EC-22F	40641	417	41058	53207	59	56	16	5	31	10	13	57	54	19297	51	18	9	30	91	20742	77	19	6
LK-9209	40638.0	416.0	41058.0	53208.0	61.0	61.0	1.0	0.0	28.0	0.0	0.0	61.0	60.0	19294.0	60.0	2.0	0.0	25.0	89.0	20742.0	74.0	2.0	0.0
LK-2233	40353.0	615.0	40961.0	53166.0	43.0	80.0	8.0	0.0	57.0	8.0	6.0	34.0	75.0	21265.0	80.0	17.0	5.0	34.0	89.0	18369.0	84.0	11.0	1.0
LK-3112	40126.0	325.0	40448.0	50502.0	49.0	50.0	2.0	0.0	21.0	2.0	0.0	66.0	13.0	15964.0	17.0	1.0	2.0	5.0	64.0	23709.0	71.0	4.0	0.0
LK-3106	39833.0	389.0	40218.0	52853.0	42.0	42.0	0.0	0.0	7.0	0.0	7.0	21.0	24.0	16193.0	11.0	1.0	1.0	11.0	61.0	23285.0	35.0	0.0	0.0
EC-07A	39831	388	40219	52852	39	38	4	7	18	10	18	25	27	16196	20	13	14	20	60	23283	32	4	3
LK-6184	39756.0	328.0	40080.0	50193.0	10.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	17496.0	5.0	0.0	0.0	0.0	70.0	21988.0	32.0	0.0	0.0
LK-6145	39743.0	277.0	40017.0	50970.0	2.0	24.0	0.0	0.0	1.0	0.0	0.0	1.0	9.0	17312.0	9.0	0.0	0.0	1.0	59.0	22152.0	49.0	0.0	0.0
EC-19B	39379	822	40201	51295	53	82	14	7	36	21	14	38	61	15128	51	17	14	41	110	23518	112	31	31
LK-6245	39319.0	376.0	39695.0	55415.0	22.0	29.0	1.0	0.0	4.0	1.0	1.0	52.0	10.0	18380.0	10.0	1.0	0.0	1.0	52.0	20631.0	46.0	0.0	1.0
LK-7206	39211.0	197.0	39408.0	49816.0	10.0	23.0	0.0	0.0	17.0	0.0	0.0	44.0	44.0	21130.0	45.0	0.0	0.0	0.0	45.0	17754.0	45.0	0.0	0.0
LK-6203	39086.0	535.0	39621.0	58295.0	58.0	76.0	4.0	0.0	45.0	19.0	9.0	26.0	74.0	27292.0	60.0	9.0	4.0	19.0	49.0	11241.0	57.0	9.0	5.0
LK-7203	38738.0	296.0	39028.0	49549.0	13.0	14.0	0.0	0.0	7.0	1.0	0.0	73.0	39.0	19452.0	38.0	0.0	0.0	2.0	81.0	18864.0	58.0	0.0	0.0
LK-6106	38525.0	296.0	38822.0	50769.0	7.0	15.0	0.0	0.0	1.0	0.0	0.0	0.0	23.0	15224.0	13.0	0.0	0.0	8.0	73.0	22981.0	61.0	0.0	0.0
LK-8133	38453.0	572.0	39031.0	49204.0	55.0	60.0	0.0	0.0	38.0	15.0	18.0	35.0	42.0	19394.0	54.0	20.0	8.0	34.0	60.0	18507.0	77.0	5.0	0.0
LK-3109	37706.0	370.0	38074.0	49382.0	37.0	41.0	1.0	0.0	21.0	0.0	2.0	84.0	29.0	13439.0	26.0	2.0	5.0	5.0	75.0	23805.0	61.0	6.0	0.0
LK-1327	37694.0	474.0	38160.0	47996.0	25.0	34.0	0.0	0.0	23.0	0.0	4.0	44.0	44.0	17028.0	44.0	2.0	0.0	18.0	66.0	20248.0	53.0	2.0	0.0
LK-6142	37667.0	282.0	37950.0	48054.0	15.0	9.0	0.0	0.0	3.0	0.0	0.0	3.0	22.0	16963.0	15.0	0.0	0.0	3.0	51.0	20445.0	34.0	0.0	0.0
LK-3154	37578.0	331.0	37907.0	46984.0	49.0	25.0	0.0	0.0	4.0	0.0	0.0	63.0	24.0	15082.0	16.0	0.0	0.0	5.0	60.0	22117.0	39.0	0.0	0.0
LK-2109	37525.0	409.0	37936.0	47653.0	36.0	36.0	0.0	0.0	26.0	6.0	4.0	36.0	45.0	21648.0	36.0	4.0	4.0	22.0	48.0	15483.0	45.0	2.0	0.0
LK-3312	37391.0	316.0	37705.0	46779.0	38.0	41.0	2.0	2.0	23.0	3.0	4.0	24.0	37.0	14557.0	36.0	4.0	2.0	20.0	72.0	22430.0	49.0	2.0	2.0
LK-2124	37379.0	511.0	37896.0	47684.0	68.0	71.0	0.0	0.0	8.0	0.0	7.0	18.0	74.0	18620.0	47.0	2.0	0.0	7.0	83.0	18151.0	56.0	2.0	0.0
EC-04E	37377	517	37894	47685	63	65	11	14	31	15	29	37	68	18624	49	18	11	30	80	18150	56	17	9
LK-5203	37359.0	272.0	37631.0	48392.0	11.0	16.0	1.0	2.0	15.0	2.0	2.0	30.0	25.0	14236.0	24.0	4.0	2.0	16.0	70.0	22824.0	50.0	10.0	2.0
LK-6215	37295.0	512.0	37803.0	55623.0	56.0	74.0	7.0	2.0	45.0	17.0	13.0	20.0	71.0	26040.0	58.0	13.0	5.0	17.0	47.0	10725.0	54.0	12.0	7.0
EC-04P	37112	602	37714	38382	10	4	2	3	9	4	5	32	7	19100	3	3	15	5	11	17880	13	2	4
LK-9115	36464.0	421.0	36892.0	44945.0	37.0	43.0	4.0	4.0	29.0	4.0	5.0	37.0	50.0	17078.0	51.0	9.0	4.0	14.0	69.0	18891.0	62.0	7.0	0.0
LK-8221	36345.0	403.0	36748.0	44792.0	30.0	30.0	1.0	0.0	29.0	2.0	0.0	34.0	29.0	13120.0	32.0	2.0	1.0	25.0	74.0	22850.0	62.0	4.0	0.0
LK-3315	36235.0	325.0	36557.0	45233.0	16.0	32.0	0.0	0.0	7.0	0.0	0.0	30.0	14.0	12272.0	14.0	0.0	0.0	20.0	61.0	23621.0	53.0	0.0	0.0
LK-5212	36210.0	264.0	36470.0	46904.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	25.0	16.0	13797.0	15.0	0.0	0.0	7.0	73.0	22123.0	51.0	0.0	0.0
LK-3333	36023.0	316.0	36339.0	44964.0	11.0	26.0	0.0	0.0	2.0	0.0	0.0	18.0	10.0	12198.0	10.0	0.0	0.0	11.0	59.0	23475.0	51.0	0.0	0.0
LK-6248	36021.0	346.0	36365.0	50768.0	21.0	24.0	0.0	0.0	9.0	0.0	0.0	42.0	14.0	16837.0	14.0	0.0	0.0	0.0	42.0	18895.0	40.0	0.0	0.0
LK-1318	35762.0	323.0	36082.0	43276.0	33.0	21.0	0.0	0.0	21.0	0.0	1.0	33.0	18.0	15667.0	23.0	0.0	3.0	7.0	49.0	19782.0	41.0	0.0	0.0
EC-10D	35627	960	36587	54567	137	155	44	16	128	69	60	69	178	26958	103	63	43	71	96	7225	123	69	20
LK-4109	35626.0	959.0	36588.0	54566.0	135.0	153.0	44.0	19.0	125.0	69.0	59.0	69.0	179.0	26959.0	104.0	63.0	42.0	70.0	95.0	7228.0	124.0	69.0	22.0
LK-6181	35142.0	289.0	35430.0	44366.0	11.0	8.0	0.0	0.0	4.0	0.0	0.0	2.0	8.0	15471.0	5.0	0.0	0.0	2.0	56.0	19435.0	34.0	0.0	0.0
EC-10E	35074	1138	36212	55891	114	213	51	33	118	93	77	89	193	27161	156	56	41	88	105	6211	180	73	22
LK-4118	35074.0	1138.0	36212.0	55894.0	113.0	212.0	54.0	32.0	118.0	93.0	76.0	90.0	193.0	27161.0	157.0	59.0	38.0	89.0	105.0	6210.0	178.0	74.0	24.0
LK-6242	34872.0	304.0	35177.0	49383.0	28.0	27.0	0.0	0.0	7.0	0.0	3.0	19.0	28.0	16432.0	10.0	0.0	0.0	3.0	43.0	18176.0	27.0	0.0	0.0
LK-9103	34679.0	283.0	34960.0	42516.0	12.0	22.0	0.0	0.0	18.0	0.0	0.0	17.0	25.0	14191.0	22.0	0.0	0.0	14.0	63.0	20163.0	43.0	0.0	0.0
LK-1118	34581.0	375.0	34955.0	42815.0	24.0	19.0	0.0	0.0	15.0	0.0	0.0	32.0	23.0	15573.0	30.0	0.0	0.0	4.0	41.0	18716.0	30.0	0.0	0.0
LK-3203	34502.0	441.0	34943.0	43658.0	43.0	43.0	2.0	0.0	37.0	4.0	4.0	42.0	44.0	14186.0	40.0	2.0	0.0	33.0	78.0	19803.0	67.0	27.0	0.0
LK-2106	34281.0	373.0	34652.0	43530.0	22.0	27.0	0.0	0.0	5.0	0.0	0.0	30.0	41.0	19771.0	28.0	0.0	0.0	4.0	45.0	14147.0	41.0	0.0	0.0
LK-7154	34115.0	302.0	34417.0	45420.0	31.0	46.0	0.0	0.0	23.0	0.0	0.0	17.0	33.0	16008.0	33.0	2.0	0.0	2.0	72.0	17726.0	38.0	2.0	1.0
LK-9230	33994.0	459.0	34453.0	42583.0	34.0	37.0	2.0	0.0	34.0	12.0	14.0	43.0	56.0	15116.0	56.0	14.0	3.0	30.0	64.0	18375.0	59.0	3.0	0.0
LK-9136	33953.0	407.0	34356.0	40922.0	39.0	46.0	8.0	3.0	41.0	23.0	17.0	26.0	55.0	13699.0	44.0	17.0	6.0	34.0	85.0	19693.0	75.0	23.0	3.0
LK-6154	33630.0	283.0	33912.0	43030.0	6.0	15.0	0.0	0.0	7.0	0.0	0.0	6.0	13.0	18253.0	13.0	0.0	1.0	1.0	35.0	15140.0	13.0	0.0	0.0
LK-9227	33147.0	459.0	33604.0	41924.0	24.0	38.0	1.0	2.0	36.0	1.0	26.0	34.0	60.0	15229.0	60.0	5.0	3.0	22.0	65.0	17441.0	60.0	8.0	1.0
LK-7148	33119.0	262.0	33386.0	42920.0	21.0	35.0	0.0	0.0	10.0	0.0	0.0	29.0	35.0	14272.0	40.0	0.0	0.0	10.0	59.0	18522.0	45.0	0.0	0.0
LK-3127	32900.0	404.0	33304.0	41040.0	49.0	17.0	0.0	0.0	10.0	0.0	0.0	41.0	8.0	13885.0	31.0	1.0	0.0	2.0	61.0	18611.0	62.0	0.0	0.0
LK-2151	32876.0	618.0	33496.0	42367.0	44.0	60.0	1.0	0.0	48.0	2.0	9.0	32.0	59.0	17836.0	66.0	9.0	11.0	33.0	80.0	14462.0	66.0	5.0	3.0
LK-9133	32818.0	318.0	33136.0	39180.0	33.0	30.0	0.0	0.0	30.0	1.0	9.0	35.0	36.0	12175.0	36.0	20.0	0.0	29.0	86.0	20184.0	77.0	9.0	0.0
LK-3218	32738.0	254.0	32986.0	41318.0	36.0	29.0	0.0	0.0	14.0	0.0	0.0	4.0	35.0	13506.0	36.0	0.0	0.0	10.0	60.0	18885.0	51.0	0.0	0.0
LK-2121	32721.0	331.0	33055.0	40896.0	48.0	56.0	0.0	0.0	31.0	0.0	0.0	8.0	42.0	12884.0	48.0	0.0	0.0	28.0	79.0	19337.0	86.0	5.0	0.0
LK-1310	32389.0	307.0	32697.0	39477.0	29.0	25.0	0.0	0.0	22.0	0.0	0.0	29.0	20.0	13553.0	15.0	0.0	1.0	13.0	38.0	18573.0	35.0	0.0	0.0
LK-8224	32122.0	358.0	32481.0	39591.0	28.0	28.0	0.0	0.0	25.0	0.0	0.0	30.0	26.0	11595.0	28.0	0.0	0.0	21.0	64.0	20195.0	54.0	2.0	0.0
LK-3248	32049.0	254.0	32303.0	41800.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	22.0	12798.0	7.0	0.0	0.0	0.0	45.0	19017.0	40.0	0.0	0.0
LK-6224	31985.0	295.0	32283.0	42972.0	30.0	34.0	0.0	0.0	10.0	0.0	0.0	28.0	30.0	11800.0	30.0	0.0	0.0	2.0	65.0	19866.0	59.0	0.0	0.0
LK-6169	31806.0	233.0	32044.0	41346.0	28.0	43.0	1.0	0.0	5.0	0.0	0.0	19.0	8.0	15442.0	9.0	1.0	0.0	4.0	43.0	16097.0	39.0	0.0	0.0
LK-6124	31623.0	241.0	31859.0	41822.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	13246.0	2.0	0.0	0.0	0.0	61.0	18109.0	61.0	0.0	0.0
LK-6175	31555.0	236.0	31791.0	40251.0	11.0	7.0	0.0	0.0	4.0	0.0	0.0	5.0	16.0	14207.0	12.0	0.0	0.0	4.0	45.0	17128.0	28.0	0.0	0.0
LK-4133	31216.0	659.0	31868.0	46700.0	75.0	112.0	38.0	2.0	78.0	44.0	38.0	42.0	110.0	24929.0	69.0	44.0	23.0	38.0	53.0	5405.0	51.0	50.0	5.0
EC-10I	31212	660	31872	46699	74	112	34	11	79	44	35	40	110	24929	67	44	22	34	55	5405	52	50	15
LK-3103	30981.0	247.0	31231.0	38995.0	37.0	38.0	0.0	0.0	10.0	0.0	0.0	58.0	6.0	12324.0	8.0	0.0	0.0	1.0	52.0	18307.0	59.0	1.0	0.0
LK-7109	30830.0	216.0	31046.0	41701.0	17.0	39.0	0.0	0.0	5.0	0.0	0.0	2.0	27.0	12336.0	25.0	0.0	0.0	5.0	62.0	18193.0	52.0	0.0	0.0
LK-8212	30735.0	420.0	31155.0	40502.0	20.0	38.0	0.0	0.0	24.0	0.0	0.0	3.0	33.0	11428.0	12.0	1.0	0.0	6.0	69.0	18959.0	56.0	0.0	0.0
EC-04I	30715	401	31116	40020	24	19	5	3	15	5	7	18	19	20316	23	2	7	8	26	10200	10	6	2
LK-3221	30669.0	221.0	30889.0	38966.0	17.0	23.0	0.0	0.0	6.0	0.0	0.0	7.0	25.0	13448.0	14.0	1.0	3.0	1.0	43.0	16978.0	34.0	0.0	0.0
LK-1339	30633.0	384.0	31017.0	38461.0	16.0	30.0	0.0	0.0	4.0	0.0	0.0	30.0	16.0	13073.0	37.0	0.0	0.0	3.0	61.0	17203.0	59.0	0.0	0.0
