entity_id	valid	rejected	polled	electors	TULF	EPDP	UNP	JVP	JSP	NLF	PA	RJP	SLPF	SLMK	SLMC	SU	SMBP	IND1	IND2	IND3	IND5	IND6	IND7	IND8	IND9	IND10	IND11	IND12	IND13	IND14	IND15	LP	ESMS	DUNF	MULF	SLNF	IND4	ELPP	USP	DPLF	INDP	DLF	Ind10	ULF	PFF	NDP	IND 3	SEP
EC-01G	48614	1664	50278	67911	571	24	23432	5750	9	180	17344	1	2	8		1014	33	1	3	2																2	3		52			132		36				15
LK-1309	48555.0	2563.0	51117.0	62336.0			21322.0	4753.0	0.0	232.0	21545.0	0.0				319.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0												136.0	0.0	0.0		144.0									
EC-18B	48478	2401	50879	63518			24450	4355		416	19149	7	4			37	9	8	7	4														20			12											
EC-11B	48403	4635	53038	94853	23965	1100	7069	535		137	4119	17				61		197	9	22	14	42	2645	40													16	20	79	8316								
LK-43	48403	4635	53038	94853	23965	1100	7069	535		137	4119	17				61		197	9	22	14	42	2645	40													16	20	79	8316								
EC-18A	48231	3393	51624	66645			21436	6749		435	19423	7	7			57	18	15	15	9														34			26											
LK-2309	48119.0	5334.0	53445.0	66668.0			26429.0	2183.0	0.0	340.0	18586.0		0.0			43.0		5.0	0.0	0.0	0.0	19.0														1.0	0.0		163.0			207.0			0.0	21.0		
EC-06D	48115	5335	53450	66671			26431	2184	10	342	18582		0			62		19	8	5	8	39														12	6		154			199			8	46		
EC-19H	47797	3543	51340	65674			25750	3319			17710	28	4			302		9	11	592	21															9	12									30		
EC-04K	47743	3068	50811	65863			28101	2859	18	294	15990	16	3			292	19	7	11	5	5	5											45		37	5	12								19			
LK-2139	47740.0	3067.0	50810.0	65862.0			28103.0	2859.0	0.0	295.0	15991.0	0.0	0.0			294.0	0.0	0.0	0.0	0.0	0.0	0.0											15.0		9.0	0.0	0.0								0.0			
EC-07B	47199	1942	49141	61813			20295	5761		282	20409		4			228		11	3	4	46											16	10	24		4	5		44			16		31	6			
EC-05C	46873	3106	49979	67034			28478	2816	13	306	15044	5		15																		23	31			11					31			85	15			
EC-15F	46549	2056	48605	62636			23125	2875	8	227	20093	4	3	5		105		2	9	0	1	3	14									9	7	25		2	4							28				
EC-13B	46416	2238	48658	59474	7801	973	1280	56	11	107	5981	5	15	48	21705	51	4	12	4	3	2	1	5	31	8275	13	1	3	0	22	7																	
LK-9221	46404.0	2592.0	48998.0	61914.0			21297.0	3820.0	1.0	335.0	20576.0		0.0			225.0	8.0	1.0	0.0	0.0												21.0	48.0				4.0								23.0			
EC-22H	46401	2594	48995	61914			21298	3820	10	333	20574		4			223	15	9	6	4												20	51				12								22			
EC-06B	46337	3638	49975	62232			29549	1508	23	243	14421		1			66		11	4	2	3	17														2	2		153			22			0	310		
LK-2303	46335.0	3638.0	49981.0	62228.0			29553.0	1505.0	10.0	241.0	14420.0		0.0			57.0		0.0	0.0	0.0	0.0	4.0														0.0	0.0		159.0			10.0			0.0	307.0		
EC-01D	45745	1855	47600	66736	2075	88	26636	3613	8	142	11807	5	3	2		962	26	6	2	3																4	8		101			203		39				12
EC-17A	45536	2284	47820	65903			19763	4647	12	543	20390	17	3			57		4	7														52			3									19		19	
EC-22G	45535	3521	49056	62548			22704	2678	7	391	19508		4			87	9	16	5	5												27	58				16								20			
LK-8130	45460.0	2910.0	48366.0	59667.0			24296.0	3413.0			17255.0	3.0	0.0			114.0		0.0	0.0	263.0	14.0															0.0	0.0									32.0		
EC-19G	45459	2908	48367	59666			24295	3413			17253	18	8			114		10	8	267	25															8	8									32		
EC-20A	45371	4053	49424	62810			20258	4823		538	19423		6			65		45	15	10	11	38										29				14	4							66	26			
EC-15E	44938	2720	47658	63298			20525	3960	10	179	20009	3	0	5		100		2	5	7	2	5	21									8	11	28		2	5							51				
LK-6136	44937.0	2723.0	47659.0	63297.0			20527.0	3961.0	0.0	181.0	20008.0	0.0	0.0	0.0		103.0		0.0	0.0	0.0	0.0	0.0	10.0									0.0	0.0	24.0		0.0	0.0							58.0				
EC-07C	44906	2012	46918	60273			18632	6718		240	18925		2			114		11	5	7	68											29	11	30		3	8		45			9		46	3			
EC-22C	44889	2057	46946	61325			19242	5415	8	244	19454		9			389	18	7	4	9												30	37				8								15			
LK-9212	44889.0	2055.0	46945.0	61327.0			19243.0	5416.0	0.0	243.0	19459.0		0.0			388.0	4.0	0.0	0.0	0.0												21.0	36.0				0.0								3.0			
LK-1115	44850.0	2109.0	46955.0	59507.0	0.0	34.0	20837.0	4529.0	0.0	211.0	18541.0	0.0	0.0	0.0		329.0	8.0	0.0	0.0	0.0																0.0	0.0		62.0			175.0		65.0				0.0
EC-04H	44745	2252	46997	61677			25140	3254	34	219	15289	2	4			653	29	6	29	3	1	6											24		35	2	5								10			
EC-17G	44276	2621	46897	62502			22853	3754	20	412	17088	3	5			43		3	7														42			4									12		30	
EC-13C	44082	1930	46016	57653	11558	1346	4411	13	11	69	2700	1	16	52	22765	24	4	3	5	5	2	0	1	2	1051	1	3	2	2	32	3																	
EC-17B	43697	2340	46037	62393			20699	4454	7	402	18007	4	4			39		6	5														32			2									17		19	
LK-5315	43629.0	2424.0	46054.0	60729.0	26582.0	899.0	10857.0	1241.0	52.0	99.0	3749.0		0.0	0.0		28.0		0.0	0.0	0.0	0.0	6.0										13.0	6.0	0.0	39.0	0.0	0.0											
LK-1130	43557.0	1447.0	45004.0	61224.0	1433.0	30.0	24220.0	3787.0	9.0	122.0	12686.0	0.0	0.0	9.0		945.0	30.0	0.0	4.0	0.0																0.0	0.0		38.0			194.0		31.0				9.0
EC-01F	43556	1448	45004	61222	1434	28	24219	3786	8	121	12686	3	1	8		944	29	2	7	3																3	3		38			193		32				8
LK-9215	43464.0	2215.0	45680.0	58995.0			20569.0	3737.0	0.0	238.0	18614.0		0.0			179.0	0.0	0.0	0.0	0.0												0.0	49.0				0.0								6.0			
EC-22B	43463	2217	45680	59001			20569	3736	10	236	18619		1			182	10	7	5	9												12	40				8								19			
LK-2306	42324.0	5213.0	47530.0	60042.0			25631.0	2505.0	4.0	238.0	13621.0		0.0			40.0		2.0	0.0	0.0	0.0	4.0														0.0	0.0		133.0			4.0			0.0	6.0		
EC-06C	42321	5211	47532	60044			25631	2502	23	242	13618		2			60		17	3	4	13	23														2	2		125			23			3	28		
EC-04C	42052	3069	45121	67327			19461	2071	6	270	19911	2	3			187	5	10	8	1	4	9											50		40	2	5								7			
EC-01C	41388	1598	42986	61373	244	19	24349	2872	4	135	12710	3	3	12		785	22	3	1	1																2	3		64			85		57				14
LK-6163	41274.0	2720.0	43991.0	58995.0			18694.0	4143.0	0.0	205.0	17934.0	0.0	0.0	0.0		109.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	2.0		0.0	0.0							52.0				
EC-15N	41271	2720	43991	58998			18703	4147	12	203	17938	0	1	5		102		4	6	6	5	4	15									16	15	27		1	3							58				
EC-22D	41085	2045	43130	56580			19972	3454	10	203	17068		7			232	28	7	12	3												17	36				20								16			
LK-9203	41083.0	2045.0	43130.0	56578.0			19972.0	3453.0	0.0	204.0	17063.0		0.0			231.0	7.0	0.0	0.0	0.0												2.0	21.0				2.0								1.0			
EC-22I	40775	3014	43789	56143			20383	3148	8	392	16528		3			133	10	18	7	11												30	61				19								24			
EC-12C	40716	3241	43957	70548	30725	1265	3967	31	49	195	2159		9	9	180	14		4	9	19	10	8	2	5	6												579			1449			22					
EC-14A	40578	2142	42720	60690	4796	85	16266	3818	51	280	14965		4	3		139		3	4	10	8	12										37	38	22	28	3	6											
EC-19E	39877	3047	42924	54349			20754	2775			15137	39	9			127		14	13	872	23															10	19									85		
LK-8124	39874.0	3047.0	42926.0	54346.0			20754.0	2773.0			15135.0	43.0	0.0			126.0		1.0	0.0	872.0	14.0															0.0	7.0									87.0		
EC-05B	39801	2740	42541	56244			16117	2133	10	402	20938	4		13																		37	10			8					40			64	25			
EC-19F	39781	2681	42462	51763			20496	2772			16287	20	2			63		10	4	70	19															6	9									23		
LK-8127	39779.0	2686.0	42464.0	51762.0			20502.0	2775.0			16285.0	5.0	0.0			66.0		0.0	0.0	75.0	2.0															0.0	0.0									12.0		
LK-3330	38667.0	1857.0	40524.0	52673.0			15268.0	7008.0		298.0	15880.0		0.0			84.0		1.0	0.0	0.0													0.0			0.0								52.0	1.0			
EC-21G	38399	2830	41229	48682			16708	2506		416	18445		7			66		7	15	2	17											25	13			10	19		126						17			
LK-2133	38249.0	2865.0	41117.0	53376.0			22412.0	3159.0	0.0	211.0	12052.0	0.0	0.0			254.0	0.0	0.0	0.0	0.0	0.0	0.0											21.0		58.0	0.0	0.0								0.0			
LK-7139	37113.0	2064.0	39176.0	53853.0			18831.0	3451.0	3.0	324.0	14318.0	0.0	0.0			70.0		0.0	0.0														52.0			0.0									16.0		22.0	
EC-19I	36910	3325	40235	51762			22114	1729			12340	22	7			70		4	4	575	16															3	14									12		
EC-19C	36090	3575	39665	50668			20490	1485			12174	24	10			42		9	16	1743	28															14	14									41		
LK-9118	35957.0	2769.0	38729.0	47417.0			17918.0	2374.0		346.0	14948.0		0.0			126.0		2.0	2.0	0.0	7.0											7.0	5.0			0.0	5.0		120.0						7.0			
LK-1330	35922.0	2500.0	38421.0	49353.0			16389.0	4311.0	0.0	156.0	14421.0	0.0				310.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												116.0	0.0	0.0		152.0									
LK-6172	35866.0	2048.0	37912.0	48798.0			18188.0	2450.0	0.0	139.0	14871.0	0.0	0.0	0.0		115.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							39.0				
LK-6130	35832.0	2172.0	38009.0	54334.0			18254.0	2917.0	0.0	180.0	14184.0	0.0	0.0	0.0		177.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							34.0				
EC-17F	35051	2211	37262	50126			15669	4488	14	325	14429	9	3			45		5	6														33			1									13		11	
LK-3106	34411.0	1425.0	35836.0	47769.0			16029.0	3926.0		156.0	13957.0		0.0			181.0		0.0	0.0	0.0	24.0											0.0	0.0	6.0		0.0	0.0		44.0			4.0		21.0	0.0			
EC-07A	34410	1426	35836	47774			16030	3930		155	13956		3			180		5	2	3	28											5	4	16		1	10		42			15		25	0			
LK-3145	34342.0	1490.0	35834.0	44561.0			15056.0	3295.0		126.0	15515.0		0.0			155.0		0.0	0.0	0.0	15.0											0.0	0.0	4.0		0.0	0.0		57.0			7.0		7.0	0.0			
LK-3239	34342.0	1521.0	35862.0	47265.0			14131.0	4698.0	2.0	191.0	14989.0		0.0			173.0	0.0	0.0	0.0	0.0	7.0												2.0				0.0		62.0						6.0			
LK-3133	34155.0	1403.0	35559.0	44729.0			14685.0	4168.0		205.0	14767.0		0.0			167.0		1.0	0.0	0.0	35.0											3.0	1.0	10.0		0.0	0.0		34.0			3.0		27.0	0.0			
LK-7215	34119.0	2528.0	36640.0	46411.0			16562.0	3064.0		278.0	14112.0	0.0	0.0			46.0	0.0	0.0	0.0	0.0														15.0			1.0											
EC-04A	34060	2032	36092	48642			18180	1688	3	214	13721	2	3			119	8	6	6	4	4	6											32		50	2	2								10			
LK-9142	34025.0	2622.0	36644.0	44832.0			17481.0	2107.0		313.0	13871.0		0.0			67.0		0.0	2.0	0.0	15.0											4.0	15.0			0.0	2.0		93.0						5.0			
LK-3112	33898.0	1590.0	35485.0	44564.0			14135.0	4120.0		162.0	15087.0		0.0			156.0		0.0	0.0	0.0	55.0											6.0	0.0	5.0		0.0	5.0		50.0			0.0		42.0	0.0			
EC-22F	33857	1827	35684	47648			18044	3161	11	175	12263		5			105	14	8	6	6												8	29				10								12			
LK-9209	33857.0	1827.0	35684.0	47646.0			18041.0	3161.0	0.0	175.0	12265.0		0.0			108.0	0.0	0.0	0.0	0.0												0.0	22.0				0.0								0.0			
EC-04D	33806	3946	37752	49524			17477	1695	12	290	14110	1	1			55	4	12	3	7	3	7											62		33	8	3								23			
LK-2218	33384.0	2216.0	35598.0	47747.0			20283.0	2008.0	3.0	216.0	10720.0	0.0		3.0																		7.0	13.0			0.0					13.0			63.0	3.0			
LK-4309	33064.0	3169.0	36230.0	64794.0	16373.0	750.0	4827.0	366.0		97.0	2811.0	7.0				39.0		130.0	0.0	13.0	4.0	26.0	1806.0	24.0													6.0	12.0	52.0	5679.0								
LK-7212	32975.0	2439.0	35413.0	44853.0			16010.0	2961.0		271.0	13636.0	0.0	0.0			43.0	0.0	0.0	0.0	0.0														16.0			0.0											
LK-2142	32933.0	2695.0	35633.0	48394.0			15596.0	1351.0	14.0	289.0	15416.0	0.0	0.0			143.0	6.0	0.0	0.0	0.0	0.0	0.0											28.0		46.0	0.0	0.0								13.0			
LK-1312	32921.0	2435.0	35359.0	44246.0			16052.0	2596.0	0.0	132.0	13644.0	0.0				140.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0												132.0	0.0	0.0		159.0									
LK-6184	32906.0	1264.0	34172.0	42902.0			15567.0	2837.0	0.0	107.0	14183.0	0.0	0.0	0.0		106.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							26.0				
LK-6127	32833.0	1451.0	34279.0	45124.0			15865.0	3123.0	0.0	162.0	13544.0	0.0	0.0	0.0		40.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							13.0				
EC-19D	32677	1884	34561	45540			16240	2851			12518	21	7			137		6	12	817	13															7	8									40		
LK-8121	32676.0	1884.0	34561.0	45543.0			16240.0	2850.0			12518.0	23.0	0.0			135.0		0.0	7.0	818.0	10.0															0.0	1.0									41.0		
LK-7115	32625.0	1598.0	34226.0	45994.0			14633.0	4834.0	2.0	234.0	12718.0	0.0	1.0			123.0		1.0	0.0														17.0			0.0									1.0		1.0	
LK-2112	32437.0	2370.0	34806.0	51932.0			15012.0	1597.0	0.0	208.0	15356.0	0.0	0.0			143.0	0.0	0.0	0.0	0.0	0.0	0.0											41.0		26.0	0.0	0.0								0.0			
LK-3206	32294.0	2228.0	34521.0	42859.0			14433.0	3744.0	2.0	316.0	13487.0		0.0			74.0	1.0	0.0	0.0	11.0	26.0												14.0				0.0		98.0						31.0			
LK-6145	32020.0	1415.0	33434.0	43084.0			15903.0	1977.0	0.0	154.0	13827.0	0.0	0.0	0.0		77.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-3309	31273.0	1523.0	32793.0	41740.0			12980.0	6902.0		231.0	11003.0		0.0			57.0		2.0	0.0	0.0													5.0			0.0								42.0	1.0			
LK-8103	31219.0	1661.0	32880.0	42039.0			18032.0	2768.0			10245.0	38.0	0.0			38.0		3.0	0.0	0.0	8.0															0.0	1.0									36.0		
LK-7206	31156.0	1545.0	32703.0	40824.0			15717.0	2798.0		266.0	12310.0	0.0	0.0			24.0	0.0	0.0	0.0	0.0														2.0			0.0											
LK-6245	30891.0	1291.0	32185.0	46026.0			14807.0	2101.0	0.0	193.0	13435.0	0.0	0.0			279.0		0.0	0.0	0.0													15.0	1.0	33.0	0.0												
LK-3154	30673.0	1367.0	32044.0	41572.0			12573.0	4005.0		143.0	13675.0		0.0			128.0		0.0	0.0	0.0	26.0											0.0	0.0	0.0		0.0	0.0		26.0			0.0		25.0	0.0			
LK-3109	30558.0	1369.0	31927.0	41011.0			12681.0	4573.0		165.0	12878.0		0.0			76.0		0.0	0.0	0.0	47.0											18.0	0.0	19.0		0.0	0.0		31.0			0.0		32.0	0.0			
LK-6106	30203.0	1403.0	31608.0	41553.0			13901.0	2535.0	0.0	166.0	13472.0	0.0	0.0	0.0		10.0		0.0	0.0	0.0	0.0	0.0	0.0									1.0	0.0	11.0		0.0	0.0							17.0				
LK-2206	30018.0	2200.0	32217.0	43033.0			14333.0	2931.0	1.0	270.0	12318.0	0.0		7.0																		14.0	3.0			0.0					26.0			58.0	1.0			
LK-6142	29979.0	1462.0	31441.0	39721.0			15399.0	1508.0	0.0	99.0	12794.0	0.0	0.0	0.0		82.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	10.0		0.0	0.0							17.0				
LK-2233	29962.0	2425.0	32385.0	42182.0			16006.0	1810.0	0.0	257.0	11684.0	0.0		0.0																		10.0	24.0			0.0					36.0			43.0	11.0			
LK-6181	29088.0	1121.0	30211.0	37924.0			13761.0	2510.0	0.0	101.0	12539.0	0.0	0.0	0.0		97.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	4.0		0.0	0.0							25.0				
LK-2203	29078.0	2128.0	31206.0	41679.0			13879.0	2834.0	0.0	261.0	11931.0	0.0		6.0																		8.0	1.0			0.0					30.0			57.0	0.0			
EC-19B	29039	2579	31618	41188			14792	1962			11949	40	11			66		23	13	99	29															11	11									33		
LK-7203	28658.0	2014.0	30670.0	39593.0			12736.0	4009.0		255.0	11546.0	0.0	0.0			38.0	0.0	0.0	0.0	0.0														6.0			2.0											
LK-6248	28302.0	1180.0	29482.0	42164.0			13560.0	1924.0	0.0	178.0	12307.0	0.0	0.0			259.0		0.0	0.0	0.0													16.0	0.0	29.0	0.0												
LK-8133	28289.0	2096.0	30386.0	38867.0			15238.0	1961.0			10480.0	14.0	0.0			177.0		0.0	0.0	350.0	5.0															0.0	0.0									16.0		
LK-1327	28262.0	1972.0	30235.0	38832.0			12898.0	3390.0	0.0	124.0	11347.0	0.0				243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												94.0	0.0	0.0		118.0									
LK-4109	27590.0	1653.0	29245.0	68164.0	14149.0	7777.0	2235.0	27.0		73.0					2456.0	27.0																							69.0	273.0	351.0	125.0						
LK-2109	27499.0	2062.0	29562.0	38378.0			16115.0	2269.0	0.0	152.0	8667.0	0.0	0.0			180.0	0.0	0.0	0.0	0.0	0.0	0.0											26.0		38.0	0.0	0.0								1.0			
LK-3248	27417.0	1126.0	28542.0	37402.0			11945.0	4451.0	0.0	147.0	10638.0		0.0			118.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		51.0						0.0			
EC-01E	27289	959	28248	41908	3499	58	18020	926	2	83	4053	2	2	10		396	9	2	4	3																1	6		43			129		32				9
LK-2124	27235.0	2779.0	30013.0	37899.0			13795.0	1699.0	0.0	265.0	11273.0	0.0	0.0			59.0	0.0	0.0	0.0	0.0	0.0	0.0											39.0		34.0	0.0	0.0								0.0			
EC-04E	27234	2780	30014	37897			13792	1697	13	268	11276	4	1			59	4	3	3	5	0	4											46		42	2	3								12			
LK-5203	27118.0	2318.0	29439.0	37836.0	2.0	45.0	12293.0	2387.0	8.0	196.0	12022.0	16.0	2.0	0.0	66.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	2.0																	
LK-6242	27061.0	1013.0	28078.0	39605.0			12578.0	1838.0	0.0	138.0	12251.0	0.0	0.0			202.0		0.0	0.0	0.0													3.0	1.0	10.0	0.0												
EC-15P	27034	433	27467	27467			11926	3157	3	33	11758	0	0	1		140		1	0	0	0	0	0									1	3	4		0	0							7				
LK-3127	26819.0	1686.0	28504.0	34771.0			11780.0	2448.0		145.0	12157.0		0.0			69.0		0.0	0.0	0.0	51.0											0.0	0.0	3.0		0.0	0.0		46.0			2.0		13.0	0.0			
LK-3218	26760.0	1400.0	28162.0	35187.0			11177.0	4019.0	0.0	194.0	11144.0		0.0			83.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		60.0						0.0			
LK-3315	26735.0	1137.0	27876.0	35438.0			9612.0	6682.0		190.0	10064.0		0.0			84.0		1.0	0.0	0.0													0.0			0.0								33.0	1.0			
LK-3333	26573.0	1133.0	27713.0	35221.0			9557.0	6643.0		187.0	10009.0		0.0			84.0		1.0	0.0	0.0													0.0			0.0								28.0	1.0			
LK-9103	26546.0	1453.0	28002.0	35032.0			12196.0	1963.0		236.0	11835.0		0.0			116.0		0.0	3.0	0.0	2.0											11.0	0.0			0.0	0.0		113.0						0.0			
LK-5212	26279.0	2248.0	28530.0	36672.0	0.0	48.0	11913.0	2317.0	0.0	195.0	11647.0	9.0	0.0	0.0	68.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-9115	26220.0	2024.0	28238.0	34577.0			13063.0	1730.0		256.0	10902.0		0.0			97.0		0.0	0.0	0.0	4.0											4.0	4.0			0.0	4.0		88.0						4.0			
LK-3103	26172.0	1224.0	27397.0	34407.0			10917.0	3180.0		127.0	11645.0		0.0			123.0		0.0	0.0	0.0	44.0											2.0	0.0	1.0		0.0	1.0		37.0			0.0		34.0	0.0			
LK-3203	26129.0	1801.0	27932.0	34680.0			11680.0	3032.0	0.0	256.0	10914.0		0.0			64.0	0.0	0.0	0.0	3.0	17.0												4.0				0.0		78.0						29.0			
LK-3312	26101.0	1271.0	27372.0	34839.0			10835.0	5765.0		191.0	9180.0		2.0			45.0		4.0	2.0	2.0													6.0			2.0								32.0	3.0			
LK-9230	26071.0	1926.0	27997.0	35895.0			13031.0	2014.0	0.0	247.0	10569.0		0.0			91.0	0.0	4.0	0.0	0.0												14.0	41.0				5.0								10.0			
LK-2145	25809.0	2230.0	28034.0	57849.0			14055.0	995.0	0.0	193.0	10371.0	0.0	0.0			83.0	0.0	0.0	0.0	0.0	0.0	0.0											17.0		17.0	0.0	0.0								0.0			
EC-04G	25804	2230	28034	57850			14055	996	14	192	10371	1	4			72	4	3	5	5	3	8											30		30	1	2								8			
LK-1118	25717.0	1211.0	26931.0	34126.0	0.0	14.0	11950.0	2595.0	0.0	121.0	10632.0	0.0	0.0	0.0		184.0	2.0	0.0	0.0	0.0																0.0	0.0		35.0			96.0		38.0				0.0
LK-9227	25714.0	1987.0	27701.0	35322.0			12820.0	1515.0	0.0	220.0	11014.0		0.0			47.0	0.0	2.0	0.0	0.0												12.0	37.0				2.0								5.0			
EC-04I	25538	1152	26690	35351			16764	1551	22	89	6489	0	0			551	14	3	14	1	1	4											12		13	2	3								5			
LK-2106	25119.0	1883.0	27005.0	35062.0			14722.0	2075.0	0.0	137.0	7921.0	0.0	0.0			166.0	0.0	0.0	0.0	0.0	0.0	0.0											6.0		36.0	0.0	0.0								0.0			
LK-6175	25112.0	1225.0	26341.0	33274.0			12901.0	1262.0	0.0	82.0	10717.0	0.0	0.0	0.0		69.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	7.0		0.0	0.0							14.0				
LK-6169	25076.0	1431.0	26509.0	34127.0			12716.0	1711.0	0.0	93.0	10398.0	0.0	0.0	0.0		76.0		0.0	0.0	0.0	0.0	0.0	1.0									0.0	0.0	1.0		0.0	0.0							21.0				
LK-9136	25040.0	1362.0	26400.0	31145.0			11160.0	1175.0		236.0	12270.0		0.0			36.0		0.0	2.0	0.0	10.0											17.0	14.0			0.0	2.0		80.0						11.0			
LK-6154	24900.0	1044.0	25947.0	34253.0			12927.0	2241.0	0.0	81.0	9327.0	0.0	0.0	0.0		249.0		0.0	0.0	0.0	0.0	0.0	0.0									1.0	0.0	0.0		0.0	0.0							16.0				
