entity_id	valid	rejected	polled	electors	SLMC	ITAK	UNP	UPFA	RJP	IP1D	UMPA	EPDP	SMBP	NLF	IP6D	IP5D	JHU	IP2D	IP4D	IP3D	USP	S	DPLF	IP9D	IP7D	IP8D	SLPF	JSP	SLNF	ULF	;P7D	SLMK	UPF	CDUA	TLP	IP1-ED	IP2-ED	IP3-ED	IP4-ED	NPP	DUNF	;P4D	SEP
EC-07J	51970	3135	55105	72566			19417	30648	3	22			3	30	0	4	1667	2	0	2	42	2		19	0	8	1	48	1	51													
EC-15M	51843	2753	54614	75264			23158	24974	1	2	65		10	42	0	13	3391	0	4	2	25	1		7	0	3	4	109	5	15		1			11								
LK-6160	51842.0	2755.0	54616.0	75263.0			23159.0	24977.0	0.0	0.0	70.0		0.0	41.0	0.0	0.0	3389.0	0.0	0.0	0.0	14.0	0.0		0.0	0.0	0.0	0.0	109.0	0.0	1.0		0.0			0.0								
EC-05D	51429	4959	56388	76544			25330	22747	7	5			4	32	80	14	2611	3	5	20	383	2					1	81	6			3			5					90			
LK-3136	51356.0	2913.0	54270.0	73009.0			19405.0	29414.0	0.0	3.0			1.0	23.0	0.0	0.0	2265.0	0.0	0.0	0.0	36.0	0.0		0.0	0.0	0.0	0.0	49.0	0.0	44.0													
EC-07G	51355	2913	54268	73009			19408	29413	3	21			17	38	6	3	2267	2	5	4	44	1		13	3	4	1	53	0	49													
EC-08D	51140	2958	54098	74434			16879	31927		7			7	17	7	1	1988	4	1	3	167	1			21		2	102	2						4								
EC-03D	50987	3728	54715	69720			22767	25374	1	6	40		5	34	5	0	2621	6	5	1	37	13		26	4	11	5		3	17											6		
EC-04M	50642	4421	55093	76700			25823	22708	3	2	55		2	44	10	2	1793	4	1	3	35	2		39	10	16	3	61	6	14		6											
LK-5315	50232.0	2294.0	52525.0	64352.0	9976.0	32727.0	2381.0	4644.0	5.0	4.0	26.0	295.0	1.0	28.0	5.0	2.0	89.0	0.0	0.0	0.0																							
LK-2136	50196.0	2466.0	52658.0	69991.0			22646.0	22884.0	0.0	0.0	22.0		1.0	49.0	0.0	0.0	4376.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	100.0	0.0	0.0		0.0											
EC-04J	50192	2465	52657	69992			22647	22887	0	1	38		20	51	1	1	4376	1	1	7	18	5		12	6	5	1	96	4	14		0											
EC-09B	49976	2717	52693	72045			17631	32017		20			29	39	6	9		10	1	5	44	5			3	35	2	68	3	49													
EC-08E	49491	2365	51856	71812			16473	30360		6			4	16	4	5	2331	3	2	5	148	7			15		3	99	3						7								
LK-1309	49250.0	2309.0	51557.0	65530.0			18140.0	26039.0	0.0	0.0	28.0		0.0	58.0	0.0	0.0	4856.0	0.0	0.0	0.0	20.0	3.0		1.0	0.0	0.0	0.0		0.0	2.0											0.0		
LK-2139	49158.0	3006.0	52158.0	69840.0			23413.0	21745.0	0.0	0.0	11.0		0.0	6.0	0.0	0.0	3679.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	136.0	0.0	0.0		0.0											
EC-04K	49155	2999	52154	69844			23413	21739	3	4	41		4	34	2	1	3678	0	2	3	25	2		21	11	11	3	134	5	11		8											
EC-06D	49091	4028	53119	69813			22768	20607	3				11	42			395				188	4					3	51	7				3170	1697	99	11	6	16	13				
LK-2309	49088.0	4020.0	53119.0	69812.0			22768.0	20612.0	0.0				1.0	19.0			395.0				198.0	0.0					0.0	27.0	0.0				3172.0	1692.0	91.0	1.0	0.0	3.0	1.0				
EC-18A	48944	3746	52711	70308			17522	30342	1	3			7	12	0	2	850	4	4	3	152			4	0	2		32	4														
EC-07H	48879	2227	51106	70204			23585	20779	1	5			3	110	1	0	4166	0	1	5	56	4		11	2	5	0	85	0	60													
LK-3139	48879.0	2232.0	51106.0	70207.0			23587.0	20782.0	0.0	0.0			0.0	105.0	0.0	0.0	4164.0	0.0	0.0	0.0	62.0	0.0		1.0	0.0	0.0	0.0	88.0	0.0	63.0													
LK-9124	48514.0	3071.0	51582.0	63307.0			22745.0	23403.0	0.0	0.0			0.0	52.0	21.0	1.0	1979.0	0.0	0.0	0.0	96.0	0.0			40.0		0.0	54.0	0.0	84.0													
EC-21C	48513	3069	51582	63305			22745	23403	4	1			3	50	21	9	1979	6	1	5	100	4			39		4	52	4	83													
EC-16D	48499	2953	51477	76097			20461	25270	3	0	18		3	33	3	2	2466	7	2	1	22	1		0		1	4	179	1	16	4	2											
EC-15K	48349	2090	50453	68091			20435	24473	0	2	30		3	27	0	7	3237	1	1	1	16	3		5	1	2	1	86	3	8		2			5								
EC-06B	47942	2896	50838	65044			25390	15964	1				8	11			593				144	1					0	27	3				4182	1563	25	5	3	9	13				
LK-2303	47941.0	2896.0	50835.0	65037.0			25388.0	15966.0	0.0				0.0	0.0			595.0				147.0	0.0					0.0	12.0	0.0				4183.0	1565.0	12.0	0.0	0.0	0.0	1.0				
EC-13B	47862	2955	50894	63166	17688	8976	1664	19117	1	0	109	178	21	10	3	7	1	0	1	2	4			0	2	1	66	8		3													
EC-19H	47348	3780	51128	67710			23791	21784	5	4			6	19	24	5	1343	2	2	1	79	3			44		5	158		73													
EC-18B	47260	3035	50311	66605			20522	26114	0	2			2	8	2	1	388	3	1	4	182			4	2	1		23	1														
EC-01G	47197	1531	48733	67176			18448	19284	1	0	23	26	8	71	0	2	9085	2	1	2	31	27		4	5	4	0	86	5	20		1								50			7
LK-1131	47197.0	1530.0	48731.0	67177.0			18447.0	19282.0	0.0	1.0	24.0	26.0	10.0	72.0	0.0	0.0	9084.0	0.0	0.0	0.0	30.0	27.0		1.0	1.0	1.0	0.0	88.0	1.0	20.0		0.0								48.0			6.0
EC-22H	46763	2880	49643	64110			19950	24746	4	4	29		5	56	1	2	1760	1		2	50			5	1	3	2	83	7			52			0							0	
LK-9221	46762.0	2876.0	49643.0	64109.0			19949.0	24744.0	0.0	0.0	34.0		0.0	56.0	0.0	0.0	1762.0	0.0		0.0	48.0			0.0	0.0	0.0	0.0	81.0	0.0			50.0			0.0							0.0	
EC-07B	46585	2384	48969	63495			17289	26435	7	14			11	99	0	4	2544	2	0	2	25	0		13	1	5	3	80	6	45													
EC-17A	46573	2361	48934	68897			17809	27978	2	6			3	9		17	484	0	15	9	191	6					1	38	5														
EC-13C	46504	2506	49231	60456	21978	13842	971	9189	1	0	84	252	16	4	2	15	2	0	2	45	4			2	0	19	65	6		5													
EC-04H	46338	2424	48762	66995			22435	17403	1	3	26		11	61	5	1	6191	2	2	1	11	13		7	16	6	1	127	1	10		4											
EC-05C	46266	3910	50176	69860			24058	18496	1	13			5	31	48	12	3135	7	3	15	263	2					0	89	1			5			15					67			
EC-15E	46145	2617	48772	65847			19554	24886	0	0	27		2	18	1	6	1569	1	1	1	12	0		1	1	1	2	41	5	7		1			8								
LK-6136	46143.0	2617.0	48775.0	65845.0			19552.0	24883.0	0.0	0.0	21.0		0.0	4.0	0.0	0.0	1569.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	45.0	0.0	0.0		0.0			0.0								
LK-1115	46068.0	2218.0	48296.0	62293.0			18184.0	23756.0	0.0	0.0	11.0	8.0	0.0	83.0	0.0	0.0	3786.0	0.0	0.0	0.0	50.0	0.0		0.0	0.0	0.0	0.0	63.0	0.0	15.0		0.0								50.0			0.0
EC-01D	45573	1689	47265	67885			23739	12141	0	2	40	65	10	166	1	2	9116	0	3	0	57	37		0	5	2	1	91	1	25		7								45			11
EC-07C	45566	2464	48030	62180			14377	29807	3	9			5	24	3	0	1187	3	1	1	25	2		12	3	14	1	37	6	46													
EC-17G	45546	2725	48271	66036			19606	24446	2	4			4	21		11	1165	3	14	3	186	1					11	65	4														
EC-04C	45536	4250	49786	69554			26230	16071	1	7	45		7	31	7	5	2946	2	2	1	33	10		20	11	12	1	75	5	12		2											
EC-20A	45527	3255	48782	65934			17851	27149	2	3			3	13	9	5	293	5	4	4	41	4			22		0	35	2	82													
EC-15F	45325	2319	47658	64979			21297	22103	0	2	26		2	16	2	2	1803	0	1	0	12	3		1	0	1	1	39	2	11		1			0								
EC-22G	44966	3910	48876	64170			21500	22081	2	6	43		1	87	2	3	1083	1		2	74			15	2	7	1	46	2			6			0							2	
EC-19G	44522	3851	48373	62308			20441	23040	3	3			6	8	12	2	775	0	5	2	53	3			32		3	67		67													
LK-8130	44521.0	3852.0	48372.0	62304.0			20442.0	23042.0	0.0	0.0			0.0	0.0	0.0	0.0	774.0	0.0	0.0	0.0	55.0	0.0			32.0		0.0	69.0		69.0													
EC-22C	44307	2276	46583	62561			17509	23778	0	0	18		4	28	4	2	2834	1		3	37			7	0	1	0	71	2			2			5							1	
LK-9212	44305.0	2275.0	46584.0	62566.0			17507.0	23773.0	0.0	0.0	4.0		0.0	15.0	0.0	0.0	2835.0	0.0		0.0	36.0			0.0	0.0	0.0	0.0	75.0	0.0			0.0			0.0							0.0	
EC-17B	44013	2309	46322	65482			18231	24924	5	4			4	9		12	500	2	11	8	244	4					1	51	3														
LK-2306	43800.0	3731.0	47527.0	61868.0			25309.0	16964.0	0.0				0.0	2.0			631.0				71.0	0.0					0.0	77.0	0.0				573.0	92.0	0.0	0.0	0.0	0.0	2.0				
EC-06C	43797	3732	47529	61868			25313	16962	3				9	16			630				73	6					2	77	4				574	88	4	9	1	11	15				
LK-9215	43567.0	2369.0	45940.0	60548.0			18693.0	22977.0	0.0	0.0	46.0		0.0	4.0	0.0	0.0	1720.0	0.0		0.0	50.0			0.0	0.0	0.0	0.0	44.0	0.0			0.0			0.0							0.0	
EC-22B	43565	2373	45938	60550			18693	22980	0	1	39		6	18	1	2	1715	0		2	44			7	6	1	2	36	2			7			1							2	
EC-01F	42085	1173	43260	60159			19865	12577	1	2	24	30	15	112	0	1	9247	1	1	2	30	25		1	10	1	3	63	1	17		4								43			6
LK-1130	42085.0	1173.0	43261.0	60159.0			19867.0	12576.0	0.0	0.0	24.0	30.0	16.0	112.0	0.0	0.0	9247.0	0.0	0.0	0.0	30.0	27.0		0.0	13.0	0.0	0.0	63.0	0.0	17.0		0.0								44.0			2.0
LK-6163	41808.0	2735.0	44556.0	61728.0			18073.0	22421.0	0.0	0.0	27.0		0.0	0.0	0.0	0.0	1143.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	28.0	0.0	0.0		0.0			0.0								
EC-15N	41800	2739	44557	61727			18073	22426	1	0	46		2	21	1	1	1138	0	0	1	19	0		7	0	2	0	47	0	10		2			3								
EC-14A	41520	2424	43944	63161	4647	6178	10346	19607	11	11	32	61	12	12	9	14	563	1	2	14																							
LK-9203	41479.0	2312.0	43795.0	58584.0			16859.0	22189.0	0.0	0.0	2.0		0.0	2.0	0.0	2.0	2257.0	0.0		0.0	2.0			0.0	0.0	0.0	0.0	31.0	0.0			0.0			0.0							0.0	
EC-22D	41477	2316	43793	58588			16858	22187	2	1	23		13	22	1	23	2256	4		1	20			11	1	3	3	41	1			3			2							1	
EC-05B	41066	3598	44664	58799			18784	21307	1	5			2	10	43	11	579	4	2	16	220	3					3	34	11			1			1					29			
EC-01C	40880	1457	42350	62722			21543	12484	1	2	61	12	2	89	1	1	6360	5	3	0	27	29		0	54	4	4	109	1	20		10								41			11
LK-2145	40502.0	3424.0	43923.0	59854.0			22726.0	16277.0	0.0	0.0	32.0		0.0	6.0	0.0	0.0	1251.0	0.0	0.0	0.0	14.0	0.0		3.0	0.0	0.0	0.0	85.0	0.0	0.0		0.0											
EC-04G	40500	3423	43923	59853			22724	16277	5	3	39		7	22	3	3	1253	0	5	2	28	2		18	3	8	2	77	5	14		0											
EC-22I	40387	3584	43971	57117			18881	20436	2	5	44		7	27	0	1	824	2		6	70			15	4	11	1	42	1			1			4							3	
EC-21G	39120	2322	41442	50558			15726	22501	4	3			5	26	14	9	660	0	3	5	43	3			20		5	28	1	64													
LK-2133	38756.0	2945.0	41699.0	56156.0			19603.0	15910.0	0.0	0.0	27.0		0.0	21.0	0.0	0.0	2980.0	0.0	0.0	0.0	5.0	0.0		0.0	4.0	0.0	0.0	84.0	0.0	0.0		0.0											
EC-19F	38699	3275	41974	53690			18030	19946	6	3			2	113	20	1	357	3	1	1	52	3			30		2	62		67													
LK-8127	38698.0	3275.0	41971.0	53692.0			18028.0	19947.0	0.0	0.0			0.0	114.0	5.0	0.0	357.0	0.0	0.0	0.0	54.0	0.0			22.0		0.0	65.0		71.0													
LK-4309	38517.0	3304.0	41827.0	68437.0		23918.0	7325.0	3222.0	0.0	1.0		331.0	21.0	29.0	1.0	38.0	38.0	0.0	0.0	13.0	109.0		3358.0	75.0	0.0	1.0																	
LK-8124	38103.0	3887.0	41986.0	55729.0			19126.0	17931.0	0.0	0.0			0.0	0.0	4.0	0.0	721.0	0.0	0.0	0.0	67.0	0.0			38.0		0.0	65.0		82.0													
EC-19E	38100	3886	41986	55733			19125	17926	3	8			6	13	17	5	725	2	11	6	66	1			36		5	64		81													
EC-19I	37708	3475	41183	54797			21258	15499	1	3			1	26	14	4	639	6	2	3	92	4			34		4	45		73													
LK-7139	37524.0	2344.0	39865.0	56149.0			16467.0	19871.0	0.0	0.0			0.0	18.0		22.0	867.0	0.0	2.0	0.0	174.0	8.0					0.0	55.0	0.0														
LK-3330	37303.0	2027.0	39334.0	53777.0			13157.0	23899.0		0.0			3.0	15.0	0.0	0.0		0.0	0.0	0.0	24.0	0.0			0.0	10.0	0.0	57.0	0.0	33.0													
LK-6130	37171.0	2262.0	39447.0	56735.0			17092.0	18072.0	0.0	0.0	33.0		0.0	6.0	0.0	0.0	1859.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	42.0	0.0	0.0		0.0			0.0								
LK-1330	36955.0	2240.0	39190.0	50887.0			13939.0	20312.0	0.0	0.0	31.0		0.0	11.0	0.0	0.0	2538.0	0.0	0.0	0.0	16.0	0.0		10.0	0.0	0.0	0.0		0.0	0.0											0.0		
EC-17F	36178	2253	38431	52770			14336	21008	0	6			2	17		16	602	2	9	3	132	4					4	36	1														
LK-9118	36164.0	2511.0	38677.0	49321.0			16011.0	18531.0	0.0	0.0			0.0	27.0	5.0	5.0	1364.0	0.0	0.0	0.0	50.0	0.0			25.0		0.0	50.0	0.0	48.0													
LK-6172	35702.0	2033.0	37758.0	50854.0			15966.0	17581.0	0.0	0.0	5.0		0.0	0.0	0.0	0.0	2009.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	65.0	0.0	0.0		0.0			0.0								
EC-19C	35397	3628	39025	52719			21016	13779	3	5			4	12	11	4	279	3	4	1	77	2			23		1	79		94													
LK-2112	35127.0	3277.0	38404.0	53656.0			20229.0	12401.0	0.0	0.0	34.0		0.0	20.0	0.0	0.0	2272.0	0.0	0.0	0.0	21.0	0.0		4.0	0.0	0.0	0.0	63.0	0.0	0.0		0.0											
LK-7215	34862.0	2392.0	37257.0	49303.0			14911.0	19332.0	0.0	0.0			0.0	1.0	0.0	0.0	450.0	0.0	0.0	0.0	122.0			0.0	0.0	0.0		18.0	0.0														
EC-15P	34390	603	34997	34997			12588	19658	2	3	8		4	18	1	0	2074	0	2	3	2	1		0	1	2	0	15	5	1		2			0								
EC-04A	34241	2523	36764	49964			16645	15896	0	3	30		3	11	1	4	1513	3	0	0	19	28		18	5	9	0	43	3	3		4											
EC-07A	34217	1489	35706	48387			14117	18002	8	7			2	11	0	0	1944	0	0	3	30	0		10	3	1	2	40	0	37													
LK-3106	34216.0	1490.0	35706.0	48385.0			14118.0	18001.0	0.0	0.0			0.0	0.0	0.0	0.0	1943.0	0.0	0.0	0.0	31.0	0.0		0.0	0.0	0.0	0.0	43.0	0.0	40.0													
LK-9142	34214.0	1945.0	36158.0	46437.0			16234.0	16834.0	0.0	0.0			0.0	5.0	5.0	0.0	938.0	0.0	0.0	0.0	45.0	0.0			19.0		0.0	23.0	0.0	55.0													
LK-2142	34170.0	2742.0	36916.0	50780.0			18717.0	13712.0	0.0	0.0	41.0		0.0	23.0	0.0	0.0	1564.0	0.0	0.0	0.0	17.0	0.0		4.0	1.0	2.0	0.0	41.0	0.0	2.0		0.0											
EC-04D	34049	3749	37798	51360			15285	18319	3	1	26		2	12	1	1	307	1	1	1	15	3		24	11	7	0	20	1	7		1											
EC-22F	33862	2032	35894	48731			15321	16911	4	3	39		0	12	1	4	1458	3		1	46			8	1	2	2	40	1			2			2							1	
LK-9209	33860.0	2032.0	35895.0	48732.0			15321.0	16913.0	0.0	0.0	47.0		0.0	0.0	0.0	0.0	1455.0	0.0		0.0	57.0			0.0	0.0	0.0	0.0	49.0	0.0			0.0			0.0							0.0	
LK-3112	33718.0	1900.0	35617.0	45680.0			12549.0	19658.0	0.0	0.0			0.0	0.0	0.0	0.0	1362.0	0.0	0.0	0.0	21.0	0.0		1.0	0.0	0.0	0.0	51.0	0.0	19.0													
LK-3145	33715.0	1829.0	35539.0	46199.0			12901.0	18760.0	0.0	0.0			0.0	22.0	0.0	0.0	1878.0	0.0	0.0	0.0	31.0	0.0		0.0	0.0	0.0	0.0	39.0	0.0	12.0													
LK-3133	33712.0	1727.0	35436.0	45947.0			12512.0	19130.0	0.0	2.0			1.0	74.0	0.0	0.0	1840.0	0.0	0.0	0.0	15.0	0.0		1.0	0.0	0.0	0.0	58.0	0.0	35.0													
LK-7212	33689.0	2308.0	36005.0	47651.0			14406.0	18686.0	0.0	0.0			0.0	0.0	0.0	0.0	439.0	0.0	0.0	0.0	117.0			0.0	0.0	0.0		17.0	0.0														
LK-3239	33650.0	1993.0	35643.0	48563.0			11658.0	20303.0		0.0			0.0	11.0	2.0	0.0	1434.0	0.0	0.0	0.0	120.0	0.0			13.0		0.0	54.0	0.0						0.0								
LK-7115	33493.0	1960.0	35452.0	48344.0			12882.0	19106.0	0.0	0.0			0.0	38.0		5.0	1278.0	0.0	1.0	0.0	103.0	1.0					0.0	44.0	0.0														
LK-1312	33276.0	2435.0	35707.0	45505.0			14859.0	16561.0	0.0	0.0	22.0		0.0	14.0	0.0	0.0	1708.0	0.0	0.0	0.0	16.0	0.0		4.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-2218	32957.0	2788.0	35741.0	49758.0			17137.0	13175.0	0.0	3.0			0.0	13.0	30.0	1.0	2234.0	0.0	0.0	3.0	184.0	0.0					0.0	65.0	0.0			0.0			3.0					54.0			
LK-8121	32732.0	1979.0	34708.0	46873.0			15827.0	15102.0	0.0	0.0			0.0	20.0	1.0	0.0	1586.0	1.0	0.0	0.0	43.0	0.0			23.0		0.0	43.0		43.0													
EC-19D	32731	1980	34711	46872			15825	15103	0	7			2	18	9	3	1586	9	4	4	43	4			21		3	45		45													
LK-4130	32725.0	2966.0	35692.0	57383.0	0.0	30879.0			0.0	492.0		1253.0		7.0			0.0	16.0			16.0	0.0																					
EC-10H	32724	2966	35690	57379	8	30882			8	492		1252		19			9	24			24	6																					
LK-6127	32593.0	1588.0	34201.0	47103.0			13763.0	18076.0	0.0	0.0	3.0		0.0	0.0	0.0	0.0	672.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	0.0		0.0			0.0								
LK-3206	32169.0	2511.0	34683.0	44361.0			12858.0	18270.0		0.0			0.0	10.0	20.0	0.0	665.0	0.0	0.0	0.0	206.0	0.0			38.0		0.0	68.0	0.0						0.0								
EC-11A	31850	2726	34576	72980		25631	4413	179	4	7		476	17	6	4	0	2	2	2	22	92		945	43	2	3																	
LK-42	31850	2726	34576	72980		25631	4413	179	4	7		476	17	6	4	0	2	2	2	22	92		945	43	2	3																	
LK-6184	31791.0	1403.0	33199.0	44190.0			13020.0	16845.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1817.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	46.0	0.0	0.0		0.0			0.0								
LK-4109	31554.0	2545.0	34105.0	71298.0	1722.0	24985.0			0.0	980.0		3683.0		56.0			22.0	25.0			42.0	5.0																					
LK-3309	31402.0	2159.0	33557.0	43916.0			11444.0	19796.0		0.0			1.0	1.0	0.0	0.0		0.0	0.0	0.0	29.0	0.0			0.0	1.0	0.0	47.0	0.0	28.0													
LK-6145	31175.0	1595.0	32784.0	44690.0			14648.0	15209.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	1244.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0		0.0			0.0								
LK-8103	31103.0	2048.0	33152.0	44235.0			14171.0	16493.0	0.0	0.0			1.0	10.0	1.0	0.0	217.0	0.0	0.0	0.0	40.0	0.0			37.0		0.0	34.0		52.0													
LK-3109	31004.0	1678.0	32681.0	42309.0			9785.0	20285.0	0.0	0.0			0.0	9.0	0.0	0.0	809.0	0.0	0.0	0.0	11.0	0.0		1.0	0.0	1.0	0.0	26.0	0.0	32.0													
LK-6106	30591.0	1499.0	32101.0	43575.0			12449.0	17681.0	0.0	0.0	6.0		0.0	0.0	0.0	0.0	389.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-2206	30560.0	2899.0	33462.0	45154.0			12386.0	17084.0	0.0	0.0			0.0	1.0	35.0	0.0	832.0	0.0	0.0	0.0	109.0	0.0					0.0	18.0	0.0			0.0			0.0					28.0			
LK-7206	30376.0	1949.0	32335.0	42811.0			13189.0	16782.0	0.0	0.0			0.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	118.0			0.0	0.0	0.0		3.0	0.0														
LK-6245	30230.0	1847.0	32095.0	48516.0			13243.0	15156.0	0.0	0.0	2.0		0.0	10.0	0.0	0.0	1669.0	0.0	0.0	0.0	1.0	0.0		0.0		0.0	0.0	79.0	0.0	1.0	0.0	0.0											
LK-3154	30229.0	1826.0	32050.0	42205.0			11295.0	17820.0	0.0	0.0			0.0	4.0	0.0	0.0	973.0	0.0	0.0	0.0	15.0	0.0		0.0	0.0	0.0	0.0	24.0	0.0	25.0													
EC-10K	29939	2213	32152	57975	5	29574			4	171		145		6			8	6			18	2																					
LK-45	29939	2213	32152	57975	5	29574			4	171		145		6			8	6			18	2																					
LK-6142	29779.0	1189.0	30988.0	41346.0			13128.0	15137.0	0.0	0.0	10.0		0.0	7.0	0.0	0.0	1365.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	70.0	0.0	0.0		0.0			0.0								
LK-2203	29603.0	2812.0	32417.0	43738.0			12005.0	16547.0	0.0	0.0			0.0	0.0	41.0	0.0	806.0	0.0	0.0	0.0	106.0	0.0					0.0	17.0	0.0			0.0			0.0					30.0			
EC-10E	29495	2445	31940	61403	16	26805			9	453		2108		36			12	15			32	9																					
LK-4118	29495.0	2447.0	31939.0	61402.0	17.0	26805.0			1.0	452.0		2106.0		36.0			7.0	13.0			32.0	1.0																					
LK-2233	29307.0	2827.0	32129.0	43614.0			14432.0	12961.0	0.0	0.0			0.0	7.0	38.0	0.0	1487.0	0.0	0.0	0.0	221.0	0.0					0.0	38.0	0.0			0.0			0.0					47.0			
LK-7203	29083.0	2222.0	31315.0	41774.0			10410.0	18029.0	0.0	0.0			0.0	0.0	0.0	0.0	510.0	0.0	0.0	0.0	87.0			0.0	0.0	0.0		6.0	0.0														
LK-1327	29077.0	1764.0	30838.0	40035.0			10971.0	15983.0	0.0	0.0	24.0		0.0	7.0	0.0	0.0	2000.0	0.0	0.0	0.0	10.0	0.0		6.0	0.0	0.0	0.0		0.0	1.0											0.0		
EC-11C	28567	1895	30462	53439		27667	277	391	0	4		68	2	4	4	0	3	5	0	3	7		71	60	0	1																	
LK-44	28567	1895	30462	53439		27667	277	391	0	4		68	2	4	4	0	3	5	0	3	7		71	60	0	1																	
EC-10D	28158	2268	30426	65218	11	23779			6	980		3239		54			20	22			36	11																					
EC-19B	28148	2556	30704	42921			12874	14805	5	7			9	3	16	7	211	5	4	3	50	8			51		2	33		55													
LK-6181	28099.0	1239.0	29345.0	39063.0			11509.0	14893.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	1607.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	42.0	0.0	1.0		0.0			0.0								
LK-8133	28021.0	2237.0	30256.0	40072.0			14079.0	12894.0	0.0	0.0			0.0	4.0	14.0	0.0	796.0	0.0	0.0	0.0	48.0	0.0			24.0		0.0	96.0		46.0													
LK-2109	27867.0	2116.0	29980.0	40372.0			14097.0	11442.0	0.0	0.0	32.0		0.0	27.0	0.0	0.0	2144.0	0.0	0.0	0.0	15.0	0.0		0.0	12.0	0.0	0.0	56.0	0.0	0.0		0.0											
LK-6248	27695.0	1691.0	29400.0	44446.0			12132.0	13886.0	0.0	0.0	4.0		0.0	13.0	0.0	0.0	1531.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	71.0	0.0	1.0	0.0	0.0											
EC-04E	27503	2685	30188	39730			13380	13321	3	0	28		0	9	2	2	674	1	1	2	14	1		10	3	10	2	27	5	7		1											
LK-2124	27500.0	2682.0	30188.0	39729.0			13380.0	13321.0	0.0	0.0	5.0		0.0	0.0	0.0	0.0	674.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.0	0.0	0.0		0.0											
LK-5203	27012.0	2108.0	29142.0	39543.0	502.0	16.0	9417.0	16649.0	0.0	0.0	18.0	70.0	0.0	10.0	0.0	0.0	283.0	0.0	0.0	0.0	16.0			0.0	0.0	0.0	2.0	12.0		11.0													
LK-3315	26927.0	1550.0	28483.0	37034.0			8460.0	18350.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	14.0	0.0			0.0	1.0	0.0	22.0	0.0	7.0													
LK-9103	26861.0	1425.0	28286.0	36094.0			11024.0	13855.0	0.0	0.0			0.0	419.0	1.0	0.0	1388.0	0.0	0.0	0.0	48.0	0.0			17.0		0.0	33.0	0.0	43.0													
LK-3333	26767.0	1539.0	28310.0	36816.0			8408.0	18241.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	10.0	0.0			0.0	0.0	0.0	11.0	0.0	2.0													
LK-3127	26765.0	2031.0	28794.0	35787.0			10544.0	15429.0	0.0	0.0			0.0	2.0	0.0	0.0	587.0	0.0	0.0	0.0	10.0	0.0		0.0	0.0	0.0	0.0	26.0	0.0	92.0													
LK-6242	26620.0	1620.0	28254.0	41767.0			11230.0	13869.0	0.0	0.0	1.0		0.0	10.0	0.0	0.0	1354.0	0.0	0.0	0.0	3.0	0.0		0.0		0.0	0.0	98.0	0.0	0.0	0.0	0.0											
LK-1118	26420.0	1274.0	27698.0	35725.0			10427.0	13624.0	0.0	0.0	4.0	2.0	0.0	52.0	0.0	0.0	2166.0	0.0	0.0	0.0	27.0	0.0		0.0	0.0	0.0	0.0	35.0	0.0	6.0		0.0								28.0			0.0
LK-9115	26372.0	1830.0	28200.0	35963.0			11677.0	13511.0	0.0	0.0			0.0	11.0	4.0	4.0	999.0	0.0	0.0	0.0	42.0	0.0			10.0		0.0	42.0	0.0	37.0													
EC-10B	26358	2543	28901	61283	9	24240			6	485		1513		32			9	15			42	7																					
LK-4106	26358.0	2541.0	28904.0	61282.0	3.0	24240.0			0.0	484.0		1513.0		31.0			3.0	17.0			41.0	0.0																					
LK-3248	26290.0	1256.0	27546.0	38145.0			8750.0	16129.0		0.0			0.0	0.0	0.0	0.0	1238.0	0.0	0.0	0.0	80.0	0.0			0.0		0.0	54.0	0.0						0.0								
LK-3312	26210.0	1804.0	28013.0	36661.0			9552.0	16523.0		0.0			3.0	4.0	0.0	2.0		0.0	0.0	0.0	25.0	0.0			0.0	2.0	0.0	36.0	0.0	24.0													
